time,x_cart,y_cart,z_cart,lat,long,height,clock_offset,integer_ambiguity,noise,visibility,distance
49320,20821602.993077416,-16584997.213517597,-262036.95997909538,[[-0.56489441]],[[-38.53831579]],[[20242720.5641256]],-7.677411122131003e-05,100,0.49742879706455345,False,27142.82811691417
49321,20821752.494263574,-16584778.216709645,-265210.7722376898,[[-0.57173642]],[[-38.53774661]],[[20242732.54213019]],-7.677411440454148e-05,100,0.21399600186116616,False,27142.5500362501
49322,20821901.698220246,-16584558.979481954,-268384.57889240293,[[-0.57857843]],[[-38.53717741]],[[20242744.51945061]],-7.677411758777294e-05,100,0.8248201644828588,False,27142.27195429968
49323,20822050.604980752,-16584339.501795085,-271558.37987626897,[[-0.58542042]],[[-38.53660822]],[[20242756.49608663]],-7.67741207710044e-05,100,-1.1838730900058776,False,27141.993871055958
49324,20822199.21457837,-16584119.783609692,-274732.1751220963,[[-0.5922624]],[[-38.53603901]],[[20242768.47203799]],-7.677412395423585e-05,100,2.2922116403667125,False,27141.71578651204
49325,20822347.527046446,-16583899.824886343,-277905.9645629241,[[-0.59910437]],[[-38.5354698]],[[20242780.44730443]],-7.677412713746731e-05,100,-0.3909721105290419,False,27141.437700660965
49326,20822495.542418323,-16583679.625585627,-281079.74813171435,[[-0.60594633]],[[-38.53490058]],[[20242792.42188567]],-7.677413032069877e-05,100,0.2867563629762387,False,27141.159613495794
49327,20822643.26072734,-16583459.185668197,-284253.52576140076,[[-0.61278828]],[[-38.53433135]],[[20242804.3957815]],-7.677413350393022e-05,100,-0.20624157356883052,False,27140.881525009612
49328,20822790.682006832,-16583238.505094675,-287427.29738489696,[[-0.61963022]],[[-38.53376211]],[[20242816.36899164]],-7.677413668716168e-05,100,0.08106665105080783,False,27140.60343519547
49329,20822937.806290198,-16583017.58382568,-290601.06293523835,[[-0.62647215]],[[-38.53319287]],[[20242828.34151582]],-7.677413987039313e-05,100,-0.5349105013749927,False,27140.325344046432
49330,20823084.633610763,-16582796.421821909,-293774.82234525174,[[-0.63331407]],[[-38.53262361]],[[20242840.3133538]],-7.677414305362459e-05,100,0.20580301378576832,False,27140.047251555578
49331,20823231.164001957,-16582575.019043963,-296948.57554797997,[[-0.64015598]],[[-38.53205435]],[[20242852.28450532]],-7.677414623685605e-05,100,0.5800967375144677,False,27139.76915771595
49332,20823377.39749717,-16582353.37545251,-300122.3224763984,[[-0.64699788]],[[-38.53148508]],[[20242864.25497012]],-7.67741494200875e-05,100,-2.4017339694808357,False,27139.49106252061
49333,20823523.3341298,-16582131.49100824,-303296.0630633833,[[-0.65383977]],[[-38.53091581]],[[20242876.22474796]],-7.677415260331896e-05,100,-0.32854779239128,False,27139.212965962644
49334,20823668.97393326,-16581909.365671847,-306469.7972419285,[[-0.66068165]],[[-38.53034652]],[[20242888.19383856]],-7.677415578655042e-05,100,-0.36657951370692754,False,27138.93486803511
49335,20823814.316940993,-16581686.999403972,-309643.52494499506,[[-0.66752351]],[[-38.52977722]],[[20242900.16224167]],-7.677415896978187e-05,100,2.3210685106881983,False,27138.656768731038
49336,20823959.363186423,-16581464.392165357,-312817.2461055223,[[-0.67436537]],[[-38.52920792]],[[20242912.12995705]],-7.677416215301333e-05,100,0.8600711801007236,False,27138.378668043537
49337,20824104.112702988,-16581241.543916706,-315990.96065642685,[[-0.68120721]],[[-38.52863861]],[[20242924.09698443]],-7.677416533624478e-05,100,1.5000596190519615,False,27138.100565965637
49338,20824248.56552418,-16581018.454618707,-319164.6685307443,[[-0.68804905]],[[-38.52806928]],[[20242936.06332355]],-7.677416851947624e-05,100,0.558115867341191,False,27137.822462490407
49339,20824392.72168341,-16580795.12423214,-322338.36966130964,[[-0.69489087]],[[-38.52749995]],[[20242948.02897417]],-7.67741717027077e-05,100,0.08235770216306267,False,27137.54435761093
49340,20824536.581214234,-16580571.552717637,-325512.06398123654,[[-0.70173268]],[[-38.52693061]],[[20242959.993936]],-7.677417488593915e-05,100,0.3641573435754094,False,27137.266251320216
49341,20824680.144150086,-16580347.740036033,-328685.7514233585,[[-0.70857449]],[[-38.52636126]],[[20242971.95820883]],-7.677417806917061e-05,100,1.1229743933613603,False,27136.988143611372
49342,20824823.410524476,-16580123.68614803,-331859.4319206648,[[-0.71541628]],[[-38.5257919]],[[20242983.92179236]],-7.677418125240206e-05,100,1.7501182914451288,False,27136.710034477437
49343,20824966.380370926,-16579899.391014412,-335033.1054061208,[[-0.72225805]],[[-38.52522253]],[[20242995.88468637]],-7.677418443563352e-05,100,0.3020511750720169,False,27136.431923911485
49344,20825109.053722963,-16579674.854595898,-338206.77181270963,[[-0.72909982]],[[-38.52465315]],[[20243007.84689056]],-7.677418761886498e-05,100,-0.622931400327867,False,27136.153811906548
49345,20825251.430614077,-16579450.076853357,-341380.431073274,[[-0.73594158]],[[-38.52408376]],[[20243019.80840472]],-7.677419080209643e-05,100,0.9245743299680035,False,27135.87569845573
49346,20825393.511077862,-16579225.057747463,-344554.0831209288,[[-0.74278332]],[[-38.52351436]],[[20243031.76922856]],-7.677419398532789e-05,100,-0.8531738945595714,False,27135.59758355204
49347,20825535.29514783,-16578999.797239091,-347727.72788850917,[[-0.74962506]],[[-38.52294495]],[[20243043.72936184]],-7.677419716855935e-05,100,0.39039800434456146,False,27135.319467188572
49348,20825676.782857563,-16578774.295288991,-350901.36530904734,[[-0.75646678]],[[-38.52237553]],[[20243055.6888043]],-7.67742003517908e-05,100,0.6813137179334919,False,27135.041349358362
49349,20825817.97424062,-16578548.551858015,-354074.9953154203,[[-0.76330849]],[[-38.52180609]],[[20243067.64755568]],-7.677420353502226e-05,100,-0.10807600420773998,False,27134.763230054483
49350,20825958.869330578,-16578322.566906974,-357248.6178406341,[[-0.77015019]],[[-38.52123665]],[[20243079.60561572]],-7.677420671825371e-05,100,-0.904820384926342,False,27134.485109269997
49351,20826099.46816108,-16578096.34039663,-360422.23281772004,[[-0.77699188]],[[-38.5206672]],[[20243091.56298417]],-7.677420990148517e-05,100,-0.4545511761689549,False,27134.20698699793
49352,20826239.770765655,-16577869.87228794,-363595.8401794706,[[-0.78383356]],[[-38.52009773]],[[20243103.51966079]],-7.677421308471663e-05,100,-0.31642072133277943,False,27133.9288632314
49353,20826379.777177986,-16577643.16254162,-366769.4398590129,[[-0.79067522]],[[-38.51952825]],[[20243115.47564528]],-7.677421626794808e-05,100,-1.0535925147203833,False,27133.650737963388
49354,20826519.487431653,-16577416.211118605,-369943.0317892217,[[-0.79751688]],[[-38.51895877]],[[20243127.43093741]],-7.677421945117954e-05,100,-0.38609615570453854,False,27133.372611186995
49355,20826658.901560303,-16577189.01797973,-373116.61590305896,[[-0.80435852]],[[-38.51838927]],[[20243139.38553693]],-7.6774222634411e-05,100,-1.4519640867003818,False,27133.09448289527
49356,20826798.019597564,-16576961.58308589,-376290.1921334709,[[-0.81120015]],[[-38.51781976]],[[20243151.33944357]],-7.677422581764245e-05,100,0.5911279419552714,False,27132.81635308127
49357,20826936.841577135,-16576733.906397913,-379463.7604135045,[[-0.81804177]],[[-38.51725023]],[[20243163.29265708]],-7.677422900087391e-05,100,0.3333407200267059,False,27132.538221738036
49358,20827075.367532633,-16576505.987876747,-382637.32067598717,[[-0.82488338]],[[-38.5166807]],[[20243175.24517719]],-7.677423218410536e-05,100,0.2656983370972071,False,27132.260088858646
49359,20827213.597497765,-16576277.827483242,-385810.8728539916,[[-0.83172497]],[[-38.51611115]],[[20243187.19700366]],-7.677423536733682e-05,100,-0.3858976188683715,False,27131.981954436134
49360,20827351.531506192,-16576049.42517834,-388984.41688040167,[[-0.83856655]],[[-38.51554159]],[[20243199.14813623]],-7.677423855056828e-05,100,-0.2520490204842393,False,27131.70381846357
49361,20827489.16959163,-16575820.780922925,-392157.95268824534,[[-0.84540812]],[[-38.51497202]],[[20243211.09857462]],-7.677424173379973e-05,100,-0.8289454042035698,False,27131.425680934
49362,20827626.51178778,-16575591.89467794,-395331.4802104208,[[-0.85224968]],[[-38.51440244]],[[20243223.04831861]],-7.677424491703119e-05,100,0.5051707234706794,False,27131.147541840488
49363,20827763.558128368,-16575362.766404295,-398504.9993799795,[[-0.85909123]],[[-38.51383284]],[[20243234.99736792]],-7.677424810026265e-05,100,-1.3578400391513823,False,27130.86940117606
49364,20827900.308647096,-16575133.39606296,-401678.51012976817,[[-0.86593277]],[[-38.51326323]],[[20243246.9457223]],-7.67742512834941e-05,100,0.08376423299513096,False,27130.591258933804
49365,20828036.763377726,-16574903.783614855,-404852.0123928536,[[-0.87277429]],[[-38.51269361]],[[20243258.89338148]],-7.677425446672556e-05,100,-0.6336974667774918,False,27130.313115106754
49366,20828172.922353987,-16574673.929020962,-408025.50610213086,[[-0.8796158]],[[-38.51212398]],[[20243270.84034522]],-7.677425764995701e-05,100,1.7573103823655924,False,27130.034969687964
49367,20828308.78560965,-16574443.83224223,-411198.9911905895,[[-0.8864573]],[[-38.51155433]],[[20243282.78661325]],-7.677426083318847e-05,100,0.5267825799806767,False,27129.756822670486
49368,20828444.353178486,-16574213.493239634,-414372.4675912116,[[-0.89329878]],[[-38.51098467]],[[20243294.73218532]],-7.677426401641993e-05,100,-0.00044542321247569,False,27129.478674047372
49369,20828579.625094254,-16573982.911974179,-417545.93523689645,[[-0.90014026]],[[-38.51041499]],[[20243306.67706117]],-7.677426719965138e-05,100,-1.1060232006806379,False,27129.200523811684
49370,20828714.601390768,-16573752.088406824,-420719.39406071027,[[-0.90698172]],[[-38.50984531]],[[20243318.62124055]],-7.677427038288284e-05,100,-1.3635191276756924,False,27128.922371956458
49371,20828849.28210181,-16573521.022498595,-423892.84399551986,[[-0.91382317]],[[-38.5092756]],[[20243330.5647232]],-7.67742735661143e-05,100,0.49580026035721864,False,27128.644218474754
49372,20828983.667261202,-16573289.714210479,-427066.28497437737,[[-0.92066461]],[[-38.50870589]],[[20243342.50750884]],-7.677427674934575e-05,100,1.798795320275053,False,27128.366063359612
49373,20829117.75690275,-16573058.163503526,-430239.71693016094,[[-0.92750603]],[[-38.50813616]],[[20243354.44959725]],-7.677427993257721e-05,100,0.40895339264404434,False,27128.0879066041
49374,20829251.55106032,-16572826.370338706,-433413.13979596196,[[-0.93434744]],[[-38.50756642]],[[20243366.39098815]],-7.677428311580866e-05,100,0.1752905221425491,False,27127.809748201238
49375,20829385.04976768,-16572594.334677145,-436586.553504588,[[-0.94118884]],[[-38.50699666]],[[20243378.33168128]],-7.677428629904012e-05,100,0.18974676081577507,False,27127.53158814412
49376,20829518.253058773,-16572362.05647979,-439759.9579891498,[[-0.94803023]],[[-38.50642689]],[[20243390.2716764]],-7.677428948227158e-05,100,0.10301863335643073,False,27127.25342642576
49377,20829651.160967372,-16572129.535707772,-442933.3531825036,[[-0.9548716]],[[-38.5058571]],[[20243402.21097323]],-7.677429266550303e-05,100,0.20333806781687208,False,27126.97526303922
49378,20829783.773527414,-16571896.7723221,-446106.7390176945,[[-0.96171296]],[[-38.5052873]],[[20243414.14957154]],-7.677429584873449e-05,100,-0.685159073734043,False,27126.69709797755
49379,20829916.090772744,-16571663.766283887,-449280.1154276439,[[-0.96855431]],[[-38.50471748]],[[20243426.08747105]],-7.677429903196594e-05,100,-0.9735671976057167,False,27126.418931233802
49380,20830048.11273728,-16571430.517554158,-452453.48234536516,[[-0.97539564]],[[-38.50414765]],[[20243438.02467151]],-7.67743022151974e-05,100,0.1092332347693908,False,27126.140762801002
49381,20830179.83945488,-16571197.02609408,-455626.83970374125,[[-0.98223697]],[[-38.50357781]],[[20243449.96117267]],-7.677430539842886e-05,100,1.4934177143063414,False,27125.862592672238
49382,20830311.27095952,-16570963.291864658,-458800.1874358666,[[-0.98907828]],[[-38.50300794]],[[20243461.89697424]],-7.677430858166031e-05,100,0.7770306333747569,False,27125.584420840507
49383,20830442.407285072,-16570729.314827068,-461973.52547462104,[[-0.99591957]],[[-38.50243807]],[[20243473.83207601]],-7.677431176489177e-05,100,-1.2334229942722374,False,27125.306247298904
49384,20830573.248465497,-16570495.094942389,-465146.85375301,[[-1.00276085]],[[-38.50186818]],[[20243485.7664777]],-7.677431494812323e-05,100,-0.25518926191161617,False,27125.028072040444
49385,20830703.794534717,-16570260.632171761,-468320.17220396316,[[-1.00960213]],[[-38.50129827]],[[20243497.70017905]],-7.677431813135468e-05,100,0.7289965122190364,False,27124.749895058198
49386,20830834.045526695,-16570025.926476307,-471493.48076049954,[[-1.01644338]],[[-38.50072835]],[[20243509.6331798]],-7.677432131458614e-05,100,1.5168692891551248,False,27124.471716345182
49387,20830964.001475412,-16569790.977817154,-474666.7793555854,[[-1.02328463]],[[-38.50015841]],[[20243521.56547969]],-7.67743244978176e-05,100,1.791287453684189,False,27124.193535894472
49388,20831093.6624148,-16569555.786155494,-477840.067922134,[[-1.03012586]],[[-38.49958845]],[[20243533.49707848]],-7.677432768104905e-05,100,-0.2107162596561808,False,27123.915353699103
49389,20831223.0283789,-16569320.351452425,-481013.34639320924,[[-1.03696707]],[[-38.49901848]],[[20243545.4279759]],-7.67743308642805e-05,100,0.8242309561922481,False,27123.637169752106
49390,20831352.099401657,-16569084.67366917,-484186.6147017156,[[-1.04380828]],[[-38.4984485]],[[20243557.35817169]],-7.677433404751196e-05,100,0.2492716928418623,False,27123.358984046557
49391,20831480.87551711,-16568848.752766855,-487359.87278066884,[[-1.05064947]],[[-38.49787849]],[[20243569.2876656]],-7.677433723074342e-05,100,-0.1197277666748876,False,27123.08079657547
49392,20831609.35675926,-16568612.588706695,-490533.1205630271,[[-1.05749065]],[[-38.49730847]],[[20243581.21645737]],-7.677434041397488e-05,100,0.06234668275414231,False,27122.802607331905
49393,20831737.54316213,-16568376.181449879,-493706.3579817467,[[-1.06433181]],[[-38.49673844]],[[20243593.14454674]],-7.677434359720633e-05,100,0.07462527756622943,False,27122.524416308912
49394,20831865.434759744,-16568139.530957617,-496879.5849697698,[[-1.07117296]],[[-38.49616838]],[[20243605.07193344]],-7.677434678043779e-05,100,1.1751637530044687,False,27122.246223499522
49395,20831993.03158618,-16567902.637191083,-500052.8014601801,[[-1.0780141]],[[-38.49559831]],[[20243616.99861723]],-7.677434996366924e-05,100,-1.4044695750230667,False,27121.968028896787
49396,20832120.33367548,-16567665.500111515,-503226.00738587946,[[-1.08485522]],[[-38.49502823]],[[20243628.92459785]],-7.67743531469007e-05,100,0.46814616402719184,False,27121.689832493732
49397,20832247.341061704,-16567428.119680164,-506399.20267983206,[[-1.09169633]],[[-38.49445812]],[[20243640.84987504]],-7.677435633013216e-05,100,1.53941796003272,False,27121.41163428343
49398,20832374.05377893,-16567190.495858246,-509572.38727502147,[[-1.09853743]],[[-38.493888]],[[20243652.77444855]],-7.677435951336361e-05,100,1.4317875249759076,False,27121.13343425891
49399,20832500.47186126,-16566952.628606992,-512745.56110448675,[[-1.10537851]],[[-38.49331786]],[[20243664.6983181]],-7.677436269659507e-05,100,0.5689734442097876,False,27120.855232413207
49400,20832626.59534275,-16566714.517887695,-515918.72410108085,[[-1.11221958]],[[-38.4927477]],[[20243676.62148344]],-7.677436587982652e-05,100,-0.7570504093585445,False,27120.57702873938
49401,20832752.424257573,-16566476.163661571,-519091.87619792076,[[-1.11906063]],[[-38.49217753]],[[20243688.54394433]],-7.677436906305798e-05,100,0.7767782964840588,False,27120.298823230452
49402,20832877.9586398,-16566237.565889923,-522265.0173278822,[[-1.12590167]],[[-38.49160734]],[[20243700.4657005]],-7.677437224628944e-05,100,1.324940111960636,False,27120.020615879483
49403,20833003.198523562,-16565998.724534027,-525438.1474239851,[[-1.1327427]],[[-38.49103713]],[[20243712.38675168]],-7.67743754295209e-05,100,-0.5151403799619889,False,27119.742406679492
49404,20833128.143943,-16565759.639555167,-528611.2664191967,[[-1.13958371]],[[-38.4904669]],[[20243724.30709762]],-7.677437861275235e-05,100,0.3576107755475011,False,27119.464195623543
49405,20833252.79493229,-16565520.31091463,-531784.3742465047,[[-1.14642471]],[[-38.48989665]],[[20243736.22673808]],-7.67743817959838e-05,100,-0.20526992382830478,False,27119.185982704665
49406,20833377.15152554,-16565280.738573773,-534957.470838833,[[-1.1532657]],[[-38.48932638]],[[20243748.14567279]],-7.677438497921526e-05,100,-0.6139871935980452,False,27118.907767915916
49407,20833501.213756967,-16565040.922493832,-538130.5561292603,[[-1.16010667]],[[-38.4887561]],[[20243760.06390147]],-7.677438816244672e-05,100,-0.3151699548431839,False,27118.629551250306
49408,20833624.981660727,-16564800.862636188,-541303.6300507047,[[-1.16694762]],[[-38.4881858]],[[20243771.9814239]],-7.677439134567817e-05,100,0.12853057902255294,False,27118.351332700895
49409,20833748.45527101,-16564560.558962157,-544476.6925361367,[[-1.17378857]],[[-38.48761548]],[[20243783.89823979]],-7.677439452890963e-05,100,-0.9182360337154052,False,27118.073112260714
49410,20833871.634622026,-16564320.011433067,-547649.7435185969,[[-1.1806295]],[[-38.48704514]],[[20243795.8143489]],-7.677439771214109e-05,100,-1.0821100653046587,False,27117.794889922803
49411,20833994.519747984,-16564079.22001029,-550822.7829310093,[[-1.18747041]],[[-38.48647478]],[[20243807.72975096]],-7.677440089537254e-05,100,-0.8896060493736256,False,27117.516665680214
49412,20834117.110683095,-16563838.18465517,-553995.8107063936,[[-1.19431131]],[[-38.4859044]],[[20243819.64444572]],-7.6774404078604e-05,100,0.3279007492289732,False,27117.23843952597
49413,20834239.407461565,-16563596.905329118,-557168.8267776455,[[-1.20115219]],[[-38.485334]],[[20243831.55843292]],-7.677440726183546e-05,100,-1.4658129126757022,False,27116.960211453123
49414,20834361.4101177,-16563355.381993439,-560341.831077868,[[-1.20799306]],[[-38.48476358]],[[20243843.47171231]],-7.677441044506691e-05,100,-2.2169795337210223,False,27116.6819814547
49415,20834483.118685696,-16563113.614609567,-563514.8235399722,[[-1.21483392]],[[-38.48419315]],[[20243855.38428361]],-7.677441362829837e-05,100,1.3725038236541869,False,27116.403749523743
49416,20834604.533199858,-16562871.603138858,-566687.804096999,[[-1.22167476]],[[-38.48362269]],[[20243867.29614659]],-7.677441681152982e-05,100,-1.013221438772313,False,27116.125515653286
49417,20834725.653694388,-16562629.347542793,-569860.7726818107,[[-1.22851559]],[[-38.48305221]],[[20243879.20730096]],-7.677441999476128e-05,100,-0.19400912223653752,False,27115.847279836384
49418,20834846.480203662,-16562386.84778267,-573033.7292275681,[[-1.2353564]],[[-38.48248172]],[[20243891.1177465]],-7.677442317799274e-05,100,0.9222889565910973,False,27115.56904206604
49419,20834967.01276186,-16562144.103820022,-576206.6736670661,[[-1.2421972]],[[-38.4819112]],[[20243903.0274829]],-7.677442636122419e-05,100,-1.4382594303498042,False,27115.290802335323
49420,20835087.251403403,-16561901.115616184,-579379.6059334651,[[-1.24903798]],[[-38.48134066]],[[20243914.93650995]],-7.677442954445565e-05,100,-1.4394417555495254,False,27115.012560637246
49421,20835207.196162514,-16561657.883132663,-582552.5259596251,[[-1.25587875]],[[-38.4807701]],[[20243926.84482737]],-7.67744327276871e-05,100,-0.6325831328673691,False,27114.734316964863
49422,20835326.847073555,-16561414.406330874,-585725.4336785994,[[-1.2627195]],[[-38.48019953]],[[20243938.7524349]],-7.677443591091856e-05,100,0.9613046740252899,False,27114.456071311204
49423,20835446.204170838,-16561170.685172299,-588898.3290232973,[[-1.26956024]],[[-38.47962893]],[[20243950.6593323]],-7.677443909415002e-05,100,-0.021646506991205704,False,27114.177823669317
49424,20835565.267488733,-16560926.719618356,-592071.2119268207,[[-1.27640097]],[[-38.47905831]],[[20243962.56551928]],-7.677444227738147e-05,100,-0.008076121567230794,False,27113.899574032213
49425,20835684.037061565,-16560682.509630572,-595244.0823220336,[[-1.28324168]],[[-38.47848767]],[[20243974.47099561]],-7.677444546061293e-05,100,-0.2954230519244464,False,27113.62132239295
49426,20835802.51292371,-16560438.055170404,-598416.9401419989,[[-1.29008237]],[[-38.47791701]],[[20243986.37576102]],-7.677444864384439e-05,100,0.5621347604752864,False,27113.343068744554
49427,20835920.695109565,-16560193.356199302,-601589.7853197407,[[-1.29692305]],[[-38.47734632]],[[20243998.27981525]],-7.677445182707584e-05,100,1.4318464981759573,False,27113.064813080036
49428,20836038.583653457,-16559948.412678849,-604762.6177881375,[[-1.30376371]],[[-38.47677562]],[[20244010.18315804]],-7.67744550103073e-05,100,2.984024506327075,False,27112.78655539247
49429,20836156.178589836,-16559703.224570485,-607935.4374802634,[[-1.31060436]],[[-38.47620489]],[[20244022.08578914]],-7.677445819353875e-05,100,-0.14808563216145532,False,27112.50829567486
49430,20836273.479953073,-16559457.79183576,-611108.2443290891,[[-1.31744499]],[[-38.47563414]],[[20244033.98770828]],-7.677446137677021e-05,100,1.5259478651476914,False,27112.23003392026
49431,20836390.4877776,-16559212.114436196,-614281.0382675953,[[-1.32428561]],[[-38.47506338]],[[20244045.88891521]],-7.677446456000167e-05,100,0.9992648063828188,False,27111.951770121694
49432,20836507.20209782,-16558966.192333335,-617453.8192287384,[[-1.33112621]],[[-38.47449258]],[[20244057.78940967]],-7.677446774323312e-05,100,0.26699435508743585,False,27111.6735042722
49433,20836623.622948196,-16558720.025488684,-620626.5871456048,[[-1.3379668]],[[-38.47392177]],[[20244069.6891914]],-7.677447092646458e-05,100,-2.2099935473906718,False,27111.39523636479
49434,20836739.75036315,-16558473.61386385,-623799.3419510713,[[-1.34480737]],[[-38.47335093]],[[20244081.58826014]],-7.677447410969604e-05,100,-0.37788716352667484,False,27111.116966392532
49435,20836855.584377162,-16558226.957420338,-626972.0835782494,[[-1.35164793]],[[-38.47278008]],[[20244093.48661564]],-7.677447729292749e-05,100,-0.33826325922295297,False,27110.83869434843
49436,20836971.12502466,-16557980.056119777,-630144.8119600058,[[-1.35848847]],[[-38.4722092]],[[20244105.38425762]],-7.677448047615895e-05,100,0.35880082602224206,False,27110.56042022553
49437,20837086.37234014,-16557732.909923714,-633317.5270293996,[[-1.365329]],[[-38.47163829]],[[20244117.28118584]],-7.67744836593904e-05,100,-0.19746677559292514,False,27110.282144016863
49438,20837201.326358106,-16557485.518793728,-636490.2287194406,[[-1.37216951]],[[-38.47106737]],[[20244129.17740005]],-7.677448684262186e-05,100,-0.5631989250841964,False,27110.003865715455
49439,20837315.987113018,-16557237.882691426,-639662.9169631009,[[-1.37901]],[[-38.47049642]],[[20244141.07289995]],-7.677449002585332e-05,100,2.0300099448435005,False,27109.725585314325
49440,20837430.354639404,-16556990.001578445,-642835.5916933428,[[-1.38585048]],[[-38.46992545]],[[20244152.96768534]],-7.677449320908477e-05,100,1.3081771875807167,False,27109.44730280655
49441,20837544.42897178,-16556741.875416342,-646008.2528432121,[[-1.39269094]],[[-38.46935445]],[[20244164.86175591]],-7.677449639231623e-05,100,-2.0228235479914014,False,27109.16901818511
49442,20837658.210144643,-16556493.504166797,-649180.9003456495,[[-1.39953139]],[[-38.46878343]],[[20244176.75511142]],-7.677449957554769e-05,100,-0.28108738151852125,False,27108.89073144306
49443,20837771.69819258,-16556244.88779139,-652353.5341337161,[[-1.40637182]],[[-38.46821239]],[[20244188.64775162]],-7.677450275877914e-05,100,0.630922852706151,False,27108.612442573427
49444,20837884.89315009,-16555996.026251802,-655526.1541403495,[[-1.41321224]],[[-38.46764133]],[[20244200.53967623]],-7.67745059420106e-05,100,1.3309067150119056,False,27108.334151569237
49445,20837997.79505176,-16555746.919509668,-658698.7602985709,[[-1.42005264]],[[-38.46707024]],[[20244212.43088502]],-7.677450912524205e-05,100,-0.4199767580975282,False,27108.055858423522
49446,20838110.40393215,-16555497.567526648,-661871.3525413849,[[-1.42689302]],[[-38.46649913]],[[20244224.32137771]],-7.677451230847351e-05,100,-0.21537043025549424,False,27107.777563129315
49447,20838222.719825827,-16555247.970264414,-665043.9308017507,[[-1.43373339]],[[-38.46592799]],[[20244236.21115404]],-7.677451549170497e-05,100,0.09478447046661977,False,27107.499265679646
49448,20838334.742767394,-16554998.127684617,-668216.4950127482,[[-1.44057374]],[[-38.46535683]],[[20244248.10021376]],-7.677451867493642e-05,100,0.6618474701725936,False,27107.22096606752
49449,20838446.472791437,-16554748.039748976,-671389.045107296,[[-1.44741408]],[[-38.46478564]],[[20244259.9885566]],-7.677452185816788e-05,100,-1.5355368865318446,False,27106.942664285998
49450,20838557.909932576,-16554497.706419162,-674561.5810184251,[[-1.4542544]],[[-38.46421443]],[[20244271.87618233]],-7.677452504139933e-05,100,-2.015377845970932,False,27106.66436032809
49451,20838669.054225404,-16554247.127656905,-677734.1026791217,[[-1.4610947]],[[-38.4636432]],[[20244283.76309065]],-7.677452822463079e-05,100,1.2545503206225113,False,27106.386054186838
49452,20838779.90570457,-16553996.303423893,-680906.6100223837,[[-1.46793499]],[[-38.46307194]],[[20244295.64928133]],-7.677453140786225e-05,100,-0.9900747587966935,False,27106.107745855254
49453,20838890.464404702,-16553745.233681867,-684079.1029812136,[[-1.47477526]],[[-38.46250066]],[[20244307.5347541]],-7.67745345910937e-05,100,2.1226595519695763,False,27105.829435326377
49454,20839000.730360467,-16553493.918392515,-687251.5814886446,[[-1.48161551]],[[-38.46192935]],[[20244319.4195087]],-7.677453777432516e-05,100,-0.8635726028866598,False,27105.551122593224
49455,20839110.703606494,-16553242.357517628,-690424.0454776306,[[-1.48845575]],[[-38.46135802]],[[20244331.30354487]],-7.677454095755662e-05,100,-0.1849577503489177,False,27105.272807648835
49456,20839220.384177476,-16552990.551018912,-693596.4948812043,[[-1.49529597]],[[-38.46078666]],[[20244343.18686236]],-7.677454414078807e-05,100,0.3685997744109252,False,27104.99449048622
49457,20839329.772108078,-16552738.498858165,-696768.9296323413,[[-1.50213618]],[[-38.46021528]],[[20244355.06946091]],-7.677454732401953e-05,100,-2.1319568521125705,False,27104.716171098433
49458,20839438.867432993,-16552486.200997105,-699941.3496640925,[[-1.50897637]],[[-38.45964387]],[[20244366.95134024]],-7.677455050725098e-05,100,2.864391265719847,False,27104.437849478454
49459,20839547.67018691,-16552233.657397553,-703113.7549093676,[[-1.51581654]],[[-38.45907243]],[[20244378.83250012]],-7.677455369048244e-05,100,-0.39499684363200044,False,27104.159525619358
49460,20839656.180404566,-16551980.86802124,-706286.1453012993,[[-1.5226567]],[[-38.45850097]],[[20244390.71294027]],-7.67745568737139e-05,100,-0.8385118495791605,False,27103.88119951414
49461,20839764.398120634,-16551727.832830023,-709458.5207727385,[[-1.52949683]],[[-38.45792949]],[[20244402.59266043]],-7.677456005694535e-05,100,-1.1663674994952404,False,27103.602871155847
49462,20839872.32336989,-16551474.551785644,-712630.8812568388,[[-1.53633696]],[[-38.45735797]],[[20244414.47166035]],-7.677456324017681e-05,100,0.3617534804401982,False,27103.324540537484
49463,20839979.956187062,-16551221.02484992,-715803.2266865376,[[-1.54317706]],[[-38.45678644]],[[20244426.34993978]],-7.677456642340827e-05,100,0.29085436505746787,False,27103.046207652074
49464,20840087.296606857,-16550967.25198474,-718975.5569947696,[[-1.55001715]],[[-38.45621487]],[[20244438.22749844]],-7.677456960663972e-05,100,-1.1326297863664336,False,27102.767872492674
49465,20840194.3446641,-16550713.233151825,-722147.8721146752,[[-1.55685722]],[[-38.45564328]],[[20244450.10433609]],-7.677457278987118e-05,100,-1.3719416260366424,False,27102.489535052275
49466,20840301.10039352,-16550458.96831309,-725320.1719791702,[[-1.56369728]],[[-38.45507166]],[[20244461.98045246]],-7.677457597310263e-05,100,1.055256273000204,False,27102.21119532391
49467,20840407.56382992,-16550204.45743032,-728492.4565213354,[[-1.57053732]],[[-38.45450002]],[[20244473.85584728]],-7.677457915633409e-05,100,-0.6557074233994538,False,27101.9328533006
49468,20840513.735008065,-16549949.700465428,-731664.7256740992,[[-1.57737734]],[[-38.45392835]],[[20244485.7305203]],-7.677458233956555e-05,100,-1.7210162706113832,False,27101.654508975385
