time,x_cart,y_cart,z_cart,lat,long,height,clock_offset,integer_ambiguity,noise,visibility,distance
3102,-18761743.43377921,16318334.174670469,9387311.238104513,[[20.7131966]],[[138.98434976]],[[20202955.19059318]],-7.662698862986715e-05,100,1.649480894323921,False,27962.528169443187
3103,-18762930.70704008,16318640.70403527,9384446.36817061,[[20.70657551]],[[138.98561215]],[[20202968.18792053]],-7.66269918130986e-05,100,1.0706105599791862,False,27962.456770931032
3104,-18764117.63705559,16318947.146899207,9381581.299005473,[[20.69995426]],[[138.98687406]],[[20202981.18523801]],-7.662699499633006e-05,100,-0.7296024698074095,False,27962.38532361776
3105,-18765304.22382013,16319253.5032079,9378716.030670248,[[20.69333285]],[[138.98813548]],[[20202994.18254545]],-7.662699817956152e-05,100,0.3614173172731029,False,27962.313827515183
3106,-18766490.46732812,16319559.772906987,9375850.563226096,[[20.68671127]],[[138.98939643]],[[20203007.17984268]],-7.662700136279297e-05,100,-1.2931415437586478,False,27962.242282635114
3107,-18767676.36757397,16319865.955942104,9372984.896734187,[[20.68008952]],[[138.9906569]],[[20203020.17712953]],-7.662700454602443e-05,100,0.5723903111756757,False,27962.17068898938
3108,-18768861.924552113,16320172.052258871,9370119.031255668,[[20.67346761]],[[138.99191689]],[[20203033.17440582]],-7.662700772925588e-05,100,0.45060341286253885,False,27962.099046589774
3109,-18770047.138257004,16320478.061802933,9367252.966851732,[[20.66684553]],[[138.9931764]],[[20203046.17167139]],-7.662701091248734e-05,100,-1.869816339532164,False,27962.027355448132
3110,-18771232.008683085,16320783.98451991,9364386.703583537,[[20.66022329]],[[138.99443543]],[[20203059.16892604]],-7.66270140957188e-05,100,-1.1617838439123638,False,27961.95561557625
3111,-18772416.535824858,16321089.820355456,9361520.241512269,[[20.65360089]],[[138.99569399]],[[20203072.16616964]],-7.662701727895025e-05,100,-0.28313889674376713,False,27961.883826985988
3112,-18773600.719676785,16321395.569255188,9358653.580699114,[[20.64697832]],[[138.99695206]],[[20203085.16340198]],-7.662702046218171e-05,100,-0.30085974714082625,False,27961.81198968914
3113,-18774784.56023338,16321701.23116474,9355786.72120524,[[20.64035558]],[[138.99820966]],[[20203098.1606229]],-7.662702364541317e-05,100,-1.2094769354188053,False,27961.74010369754
3114,-18775968.057489157,16322006.806029757,9352919.663091855,[[20.63373268]],[[138.99946678]],[[20203111.15783222]],-7.662702682864462e-05,100,0.38897872935218375,False,27961.668169023018
3115,-18777151.211438637,16322312.293795874,9350052.406420153,[[20.62710962]],[[139.00072342]],[[20203124.15502979]],-7.662703001187608e-05,100,0.2514736089405121,False,27961.59618567741
3116,-18778334.022076357,16322617.694408717,9347184.951251326,[[20.62048639]],[[139.00197958]],[[20203137.1522154]],-7.662703319510753e-05,100,-0.1942691319785193,False,27961.524153672523
3117,-18779516.48939689,16322923.007813934,9344317.297646575,[[20.613863]],[[139.00323527]],[[20203150.1493889]],-7.662703637833899e-05,100,-0.7557915001583629,False,27961.45207302022
3118,-18780698.613394797,16323228.233957164,9341449.445667109,[[20.60723945]],[[139.00449048]],[[20203163.14655012]],-7.662703956157045e-05,100,1.0487071264165635,False,27961.37994373233
3119,-18781880.394064654,16323533.372784035,9338581.395374136,[[20.60061573]],[[139.00574521]],[[20203176.14369889]],-7.66270427448019e-05,100,1.6554071130882952,False,27961.30776582068
3120,-18783061.831401058,16323838.424240196,9335713.146828875,[[20.59399184]],[[139.00699946]],[[20203189.14083501]],-7.662704592803336e-05,100,-0.4835614838465371,False,27961.235539297115
3121,-18784242.92539861,16324143.38827128,9332844.700092545,[[20.5873678]],[[139.00825324]],[[20203202.13795833]],-7.662704911126482e-05,100,-0.6121669171548207,False,27961.163264173476
3122,-18785423.676051944,16324448.264822932,9329976.055226363,[[20.58074358]],[[139.00950654]],[[20203215.13506867]],-7.662705229449627e-05,100,0.4912076654119963,False,27961.0909404616
3123,-18786604.08335569,16324753.053840788,9327107.21229156,[[20.57411921]],[[139.01075937]],[[20203228.13216585]],-7.662705547772773e-05,100,-0.35802937974698623,False,27961.01856817335
3124,-18787784.147304498,16325057.755270496,9324238.171349363,[[20.56749467]],[[139.01201172]],[[20203241.12924971]],-7.662705866095918e-05,100,-0.13939720066323416,False,27960.946147320556
3125,-18788963.867893025,16325362.369057689,9321368.932461008,[[20.56086997]],[[139.01326359]],[[20203254.12632007]],-7.662706184419064e-05,100,0.7396531517246714,False,27960.87367791508
3126,-18790143.245115962,16325666.89514802,9318499.49568773,[[20.5542451]],[[139.01451499]],[[20203267.12337676]],-7.66270650274221e-05,100,-1.9093560875072928,False,27960.801159968774
3127,-18791322.278967977,16325971.333487125,9315629.861090776,[[20.54762007]],[[139.01576591]],[[20203280.12041961]],-7.662706821065355e-05,100,1.3183023248526693,False,27960.728593493466
3128,-18792500.969443794,16326275.684020648,9312760.028731385,[[20.54099488]],[[139.01701636]],[[20203293.11744842]],-7.662707139388501e-05,100,0.07268052432934134,False,27960.65597850105
3129,-18793679.31653811,16326579.946694246,9309889.99867082,[[20.53436952]],[[139.01826633]],[[20203306.11446306]],-7.662707457711647e-05,100,-0.4114931445621802,False,27960.583315003354
3130,-18794857.320245665,16326884.121453542,9307019.770970326,[[20.527744]],[[139.01951583]],[[20203319.11146332]],-7.662707776034792e-05,100,-0.08923415422144892,False,27960.510603012244
3131,-18796034.980561197,16327188.208244203,9304149.345691167,[[20.52111832]],[[139.02076485]],[[20203332.10844905]],-7.662708094357938e-05,100,-0.03757064497948127,False,27960.43784253959
3132,-18797212.297479466,16327492.207011862,9301278.722894596,[[20.51449247]],[[139.0220134]],[[20203345.10542005]],-7.662708412681083e-05,100,-1.7312013034449254,False,27960.36503359725
3133,-18798389.27099524,16327796.117702173,9298407.902641885,[[20.50786646]],[[139.02326147]],[[20203358.10237617]],-7.662708731004229e-05,100,1.494938227453236,False,27960.292176197087
3134,-18799565.9011033,16328099.940260781,9295536.884994302,[[20.50124029]],[[139.02450907]],[[20203371.09931723]],-7.662709049327375e-05,100,0.041325632270618466,False,27960.219270350965
3135,-18800742.18779845,16328403.674633337,9292665.67001313,[[20.49461396]],[[139.0257562]],[[20203384.09624306]],-7.66270936765052e-05,100,0.4430021304473752,False,27960.14631607076
3136,-18801918.1310755,16328707.320765479,9289794.257759633,[[20.48798746]],[[139.02700285]],[[20203397.09315348]],-7.662709685973666e-05,100,0.9515497705740428,False,27960.07331336834
3137,-18803093.73092927,16329010.878602874,9286922.6482951,[[20.4813608]],[[139.02824903]],[[20203410.09004831]],-7.662710004296811e-05,100,-1.0211624575603002,False,27960.000262255577
3138,-18804268.98735459,16329314.348091157,9284050.841680817,[[20.47473397]],[[139.02949473]],[[20203423.08692738]],-7.662710322619957e-05,100,0.47347189903522846,False,27959.92716274435
3139,-18805443.900346328,16329617.72917599,9281178.837978072,[[20.46810699]],[[139.03073996]],[[20203436.08379054]],-7.662710640943103e-05,100,-0.26764109089879357,False,27959.85401484652
3140,-18806618.469899323,16329921.021803029,9278306.637248171,[[20.46147984]],[[139.03198472]],[[20203449.0806376]],-7.662710959266248e-05,100,0.8467707752164937,False,27959.78081857399
3141,-18807792.69600848,16330224.225917907,9275434.239552401,[[20.45485253]],[[139.03322901]],[[20203462.07746837]],-7.662711277589394e-05,100,-2.1272274203514954,False,27959.707573938635
3142,-18808966.578668665,16330527.341466293,9272561.64495206,[[20.44822506]],[[139.03447282]],[[20203475.07428269]],-7.66271159591254e-05,100,-0.099094300241269,False,27959.634280952312
3143,-18810140.117874805,16330830.368393833,9269688.853508458,[[20.44159742]],[[139.03571616]],[[20203488.07108038]],-7.662711914235685e-05,100,-0.6028206557839616,False,27959.560939626936
3144,-18811313.313621804,16331133.306646189,9266815.865282914,[[20.43496962]],[[139.03695903]],[[20203501.06786129]],-7.662712232558831e-05,100,0.4322629506341555,False,27959.487549974387
3145,-18812486.165904596,16331436.156169008,9263942.680336727,[[20.42834166]],[[139.03820143]],[[20203514.06462521]],-7.662712550881976e-05,100,0.47004418736820214,False,27959.41411200654
3146,-18813658.67471813,16331738.916907946,9261069.298731219,[[20.42171354]],[[139.03944336]],[[20203527.061372]],-7.662712869205122e-05,100,-0.7076258948220261,False,27959.340625735298
3147,-18814830.84005735,16332041.58880867,9258195.720527729,[[20.41508526]],[[139.04068481]],[[20203540.05810146]],-7.662713187528268e-05,100,-0.7121738641760436,False,27959.26709117255
3148,-18816002.661917247,16332344.171816826,9255321.945787555,[[20.40845681]],[[139.04192579]],[[20203553.05481343]],-7.662713505851413e-05,100,-0.11066536855732945,False,27959.193508330183
3149,-18817174.1402928,16332646.665878076,9252447.974572042,[[20.40182821]],[[139.0431663]],[[20203566.05150774]],-7.662713824174559e-05,100,-0.8966422273152082,False,27959.119877220113
3150,-18818345.275179,16332949.070938077,9249573.80694253,[[20.39519944]],[[139.04440635]],[[20203579.0481842]],-7.662714142497705e-05,100,0.8419836954521269,False,27959.046197854223
3151,-18819516.066570863,16333251.38694249,9246699.442960342,[[20.38857051]],[[139.04564591]],[[20203592.04484264]],-7.66271446082085e-05,100,-0.36920720044744615,False,27958.972470244407
3152,-18820686.514463414,16333553.613836972,9243824.88268683,[[20.38194141]],[[139.04688501]],[[20203605.04148289]],-7.662714779143996e-05,100,-2.9069882193216414,False,27958.898694402575
3153,-18821856.618851695,16333855.751567189,9240950.12618334,[[20.37531216]],[[139.04812364]],[[20203618.03810479]],-7.662715097467141e-05,100,-0.3748220566218061,False,27958.82487034064
3154,-18823026.379730757,16334157.800078792,9238075.173511205,[[20.36868275]],[[139.0493618]],[[20203631.03470815]],-7.662715415790287e-05,100,-1.0385438208439723,False,27958.75099807049
3155,-18824195.79709567,16334459.759317454,9235200.024731798,[[20.36205317]],[[139.05059949]],[[20203644.03129279]],-7.662715734113433e-05,100,-1.6312758154609455,False,27958.677077604054
3156,-18825364.87094151,16334761.629228838,9232324.679906467,[[20.35542343]],[[139.05183671]],[[20203657.02785855]],-7.662716052436578e-05,100,-1.2374266382225725,False,27958.603108953226
3157,-18826533.601263367,16335063.409758594,9229449.139096573,[[20.34879353]],[[139.05307346]],[[20203670.02440525]],-7.662716370759724e-05,100,0.10940847183297006,False,27958.52909212992
3158,-18827701.988056347,16335365.100852402,9226573.402363492,[[20.34216347]],[[139.05430974]],[[20203683.02093272]],-7.66271668908287e-05,100,1.3286408282482312,False,27958.455027146058
3159,-18828870.031315565,16335666.702455908,9223697.469768586,[[20.33553325]],[[139.05554555]],[[20203696.01744077]],-7.662717007406015e-05,100,0.31318447386498,False,27958.38091401354
3160,-18830037.73103617,16335968.214514801,9220821.341373222,[[20.32890287]],[[139.05678089]],[[20203709.01392925]],-7.662717325729161e-05,100,-0.6065033882157397,False,27958.306752744305
3161,-18831205.087213304,16336269.636974731,9217945.01723878,[[20.32227232]],[[139.05801576]],[[20203722.01039797]],-7.662717644052306e-05,100,0.4559041951707027,False,27958.23254335026
3162,-18832372.09984211,16336570.969781373,9215068.497426653,[[20.31564162]],[[139.05925017]],[[20203735.00684676]],-7.662717962375452e-05,100,-0.45909031021899177,False,27958.158285843318
3163,-18833538.768917777,16336872.212880382,9212191.781998212,[[20.30901075]],[[139.0604841]],[[20203748.00327544]],-7.662718280698598e-05,100,-0.6946003691631446,False,27958.083980235417
3164,-18834705.094435487,16337173.366217438,9209314.871014846,[[20.30237973]],[[139.06171757]],[[20203760.99968383]],-7.662718599021743e-05,100,-1.1543626682329844,False,27958.009626538475
3165,-18835871.076390445,16337474.429738209,9206437.764537962,[[20.29574854]],[[139.06295057]],[[20203773.99607179]],-7.662718917344889e-05,100,-1.7518288067517191,False,27957.935224764424
3166,-18837036.714777865,16337775.40338837,9203560.46262894,[[20.28911719]],[[139.0641831]],[[20203786.99243911]],-7.662719235668034e-05,100,-0.3899237065594453,False,27957.860774925197
3167,-18838202.00959296,16338076.287113579,9200682.965349196,[[20.28248569]],[[139.06541516]],[[20203799.98878563]],-7.66271955399118e-05,100,0.15805348992013185,False,27957.786277032712
3168,-18839366.960830994,16338377.080859508,9197805.272760123,[[20.27585402]],[[139.06664676]],[[20203812.98511117]],-7.662719872314326e-05,100,-0.09662367001488972,False,27957.711731098916
3169,-18840531.568487205,16338677.784571838,9194927.38492313,[[20.26922219]],[[139.06787789]],[[20203825.98141556]],-7.662720190637471e-05,100,-0.4159669279473586,False,27957.637137135735
3170,-18841695.832556866,16338978.398196237,9192049.301899638,[[20.2625902]],[[139.06910855]],[[20203838.97769862]],-7.662720508960617e-05,100,-0.9457460606967811,False,27957.562495155107
3171,-18842859.75303525,16339278.921678383,9189171.023751061,[[20.25595805]],[[139.07033874]],[[20203851.97396019]],-7.662720827283763e-05,100,0.6082461916849685,False,27957.487805168974
3172,-18844023.329917658,16339579.354963947,9186292.55053882,[[20.24932574]],[[139.07156847]],[[20203864.97020008]],-7.662721145606908e-05,100,-1.317131919946585,False,27957.41306718927
3173,-18845186.563199405,16339879.697998596,9183413.882324329,[[20.24269327]],[[139.07279773]],[[20203877.96641812]],-7.662721463930054e-05,100,0.7760279138434754,False,27957.338281227952
3174,-18846349.452875804,16340179.950728022,9180535.01916903,[[20.23606065]],[[139.07402653]],[[20203890.96261413]],-7.6627217822532e-05,100,-1.0022170189267248,False,27957.263447296962
3175,-18847511.99894219,16340480.11309789,9177655.961134346,[[20.22942786]],[[139.07525486]],[[20203903.95878795]],-7.662722100576345e-05,100,-0.752435237353035,False,27957.18856540823
3176,-18848674.20139392,16340780.185053881,9174776.708281714,[[20.22279491]],[[139.07648272]],[[20203916.9549394]],-7.662722418899491e-05,100,-1.466785190615677,False,27957.113635573725
3177,-18849836.06022634,16341080.166541673,9171897.260672584,[[20.2161618]],[[139.07771012]],[[20203929.9510683]],-7.662722737222636e-05,100,-0.5014021468856367,False,27957.038657805388
3178,-18850997.575434834,16341380.057506945,9169017.618368395,[[20.20952853]],[[139.07893705]],[[20203942.94717447]],-7.662723055545782e-05,100,0.9753124584779789,False,27956.96363211517
3179,-18852158.7470148,16341679.85789538,9166137.781430585,[[20.2028951]],[[139.08016352]],[[20203955.94325776]],-7.662723373868928e-05,100,0.5156280884439565,False,27956.888558515035
3180,-18853319.574961614,16341979.567652652,9163257.749920618,[[20.19626152]],[[139.08138952]],[[20203968.93931796]],-7.662723692192073e-05,100,0.9784221120280351,False,27956.81343701692
3181,-18854480.059270717,16342279.186724445,9160377.52389995,[[20.18962777]],[[139.08261505]],[[20203981.93535492]],-7.662724010515219e-05,100,0.5221425459339358,False,27956.738267632805
3182,-18855640.19993753,16342578.71505644,9157497.10343003,[[20.18299386]],[[139.08384013]],[[20203994.93136846]],-7.662724328838364e-05,100,-1.1036698285303692,False,27956.66305037464
3183,-18856799.9969575,16342878.152594317,9154616.488572327,[[20.1763598]],[[139.08506473]],[[20204007.92735841]],-7.66272464716151e-05,100,-0.33078922432755736,False,27956.58778525439
3184,-18857959.45032607,16343177.499283774,9151735.679388313,[[20.16972557]],[[139.08628888]],[[20204020.92332458]],-7.662724965484656e-05,100,-0.7801991291174627,False,27956.51247228402
3185,-18859118.56003872,16343476.755070474,9148854.675939454,[[20.16309119]],[[139.08751255]],[[20204033.91926681]],-7.662725283807801e-05,100,1.3305749040390402,False,27956.43711147549
3186,-18860277.326090924,16343775.919900116,9145973.478287231,[[20.15645664]],[[139.08873577]],[[20204046.91518491]],-7.662725602130947e-05,100,-1.1967886464263116,False,27956.36170284077
3187,-18861435.748478185,16344074.993718386,9143092.086493125,[[20.14982194]],[[139.08995852]],[[20204059.91107873]],-7.662725920454093e-05,100,0.8936976893891109,False,27956.28624639184
3188,-18862593.827196017,16344373.976470958,9140210.500618603,[[20.14318708]],[[139.09118081]],[[20204072.90694807]],-7.662726238777238e-05,100,0.8929538701087693,False,27956.210742140654
3189,-18863751.562239937,16344672.868103538,9137328.720725164,[[20.13655206]],[[139.09240263]],[[20204085.90279277]],-7.662726557100384e-05,100,1.8296202017160872,False,27956.1351900992
3190,-18864908.95360548,16344971.668561798,9134446.746874297,[[20.12991688]],[[139.09362399]],[[20204098.89861264]],-7.66272687542353e-05,100,-0.40968659262949736,False,27956.059590279456
3191,-18866066.001288205,16345270.377791442,9131564.579127505,[[20.12328155]],[[139.09484489]],[[20204111.89440753]],-7.662727193746675e-05,100,0.7123221595801621,False,27955.983942693398
3192,-18867222.705283664,16345568.995738147,9128682.217546275,[[20.11664605]],[[139.09606532]],[[20204124.89017724]],-7.66272751206982e-05,100,2.2816518365388427,False,27955.908247352996
3193,-18868379.06558744,16345867.52234761,9125799.662192117,[[20.11001039]],[[139.09728529]],[[20204137.8859216]],-7.662727830392966e-05,100,-0.6176416769336966,False,27955.832504270234
3194,-18869535.08219512,16346165.957565522,9122916.913126536,[[20.10337458]],[[139.0985048]],[[20204150.88164045]],-7.662728148716112e-05,100,-1.5350402475323597,False,27955.7567134571
3195,-18870690.755102318,16346464.301337577,9120033.970411032,[[20.09673861]],[[139.09972385]],[[20204163.8773336]],-7.662728467039257e-05,100,-1.8800100339077637,False,27955.68087492558
3196,-18871846.08430464,16346762.553609462,9117150.834107144,[[20.09010248]],[[139.10094243]],[[20204176.87300089]],-7.662728785362403e-05,100,0.7127120288613313,False,27955.604988687668
3197,-18873001.069797717,16347060.714326877,9114267.504276369,[[20.08346619]],[[139.10216056]],[[20204189.86864212]],-7.662729103685549e-05,100,-1.8831502080585838,False,27955.529054755334
3198,-18874155.7115772,16347358.783435518,9111383.980980236,[[20.07682974]],[[139.10337822]],[[20204202.86425714]],-7.662729422008694e-05,100,-0.37231905293792283,False,27955.453073140587
3199,-18875310.009638745,16347656.760881072,9108500.264280267,[[20.07019314]],[[139.10459542]],[[20204215.85984576]],-7.66272974033184e-05,100,0.4373131870389607,False,27955.377043855413
3200,-18876463.963978022,16347954.646609245,9105616.354238,[[20.06355638]],[[139.10581216]],[[20204228.85540782]],-7.662730058654986e-05,100,0.18517553682991406,False,27955.30096691181
3201,-18877617.5745907,16348252.440565722,9102732.250914961,[[20.05691946]],[[139.10702843]],[[20204241.85094311]],-7.662730376978131e-05,100,0.42544486418417227,False,27955.22484232176
3202,-18878770.84147251,16348550.142696213,9099847.954372693,[[20.05028238]],[[139.10824425]],[[20204254.84645149]],-7.662730695301277e-05,100,0.22228985580085406,False,27955.14867009729
3203,-18879923.764619146,16348847.752946412,9096963.464672737,[[20.04364514]],[[139.10945961]],[[20204267.84193278]],-7.662731013624422e-05,100,1.2788658133133932,False,27955.072450250384
3204,-18881076.344026327,16349145.271262027,9094078.781876637,[[20.03700775]],[[139.1106745]],[[20204280.8373868]],-7.662731331947568e-05,100,-0.952316380738797,False,27954.99618279305
3205,-18882228.579689797,16349442.697588746,9091193.906045943,[[20.0303702]],[[139.11188894]],[[20204293.83281337]],-7.662731650270714e-05,100,-0.6769951384585313,False,27954.919867737284
3206,-18883380.471605312,16349740.031872276,9088308.837242208,[[20.02373249]],[[139.11310291]],[[20204306.82821231]],-7.662731968593859e-05,100,-0.772659445270824,False,27954.8435050951
3207,-18884532.01976863,16350037.274058325,9085423.575526992,[[20.01709462]],[[139.11431643]],[[20204319.82358347]],-7.662732286917005e-05,100,0.8301918118626102,False,27954.767094878513
3208,-18885683.224175528,16350334.424092583,9082538.120961852,[[20.01045659]],[[139.11552948]],[[20204332.81892663]],-7.66273260524015e-05,100,0.9003985883950636,False,27954.690637099517
3209,-18886834.08482181,16350631.481920766,9079652.473608362,[[20.00381841]],[[139.11674208]],[[20204345.81424166]],-7.662732923563296e-05,100,0.4512253193185082,False,27954.61413177014
3210,-18887984.601703264,16350928.447488574,9076766.633528076,[[19.99718007]],[[139.11795421]],[[20204358.80952836]],-7.662733241886442e-05,100,1.1834936668899279,False,27954.537578902382
3211,-18889134.774815734,16351225.320741707,9073880.600782568,[[19.99054158]],[[139.11916589]],[[20204371.80478656]],-7.662733560209587e-05,100,-1.1780408673763807,False,27954.460978508276
3212,-18890284.60415503,16351522.10162589,9070994.375433434,[[19.98390292]],[[139.12037711]],[[20204384.80001609]],-7.662733878532733e-05,100,1.667224111551137,False,27954.384330599834
3213,-18891434.089717004,16351818.790086808,9068107.957542231,[[19.97726411]],[[139.12158787]],[[20204397.79521677]],-7.662734196855879e-05,100,1.5232386217122582,False,27954.307635189063
3214,-18892583.23149753,16352115.386070186,9065221.347170558,[[19.97062514]],[[139.12279817]],[[20204410.79038842]],-7.662734515179024e-05,100,0.7356219972457467,False,27954.23089228801
3215,-18893732.029492456,16352411.889521724,9062334.544380007,[[19.96398602]],[[139.12400801]],[[20204423.78553087]],-7.66273483350217e-05,100,1.78179890877106,False,27954.154101908684
3216,-18894880.48369768,16352708.300387131,9059447.549232151,[[19.95734674]],[[139.12521739]],[[20204436.78064393]],-7.662735151825316e-05,100,-1.6566232076777738,False,27954.0772640631
3217,-18896028.594109107,16353004.618612131,9056560.361788603,[[19.9507073]],[[139.12642632]],[[20204449.77572746]],-7.662735470148461e-05,100,-0.5244481362626519,False,27954.00037876331
3218,-18897176.360722646,16353300.844142428,9053672.982110957,[[19.9440677]],[[139.12763479]],[[20204462.77078125]],-7.662735788471607e-05,100,-0.7353034606819523,False,27953.923446021337
3219,-18898323.783534218,16353596.976923728,9050785.41026082,[[19.93742795]],[[139.1288428]],[[20204475.76580514]],-7.662736106794752e-05,100,0.7214793237573432,False,27953.846465849198
3220,-18899470.862539772,16353893.016901752,9047897.646299792,[[19.93078804]],[[139.13005035]],[[20204488.76079895]],-7.662736425117898e-05,100,-1.0501407396021456,False,27953.76943825894
3221,-18900617.59773526,16354188.964022208,9045009.690289482,[[19.92414798]],[[139.13125745]],[[20204501.75576249]],-7.662736743441044e-05,100,0.7574951493374855,False,27953.692363262595
3222,-18901763.98911664,16354484.81823082,9042121.542291526,[[19.91750775]],[[139.13246409]],[[20204514.75069561]],-7.662737061764189e-05,100,1.3705361439967134,False,27953.615240872205
3223,-18902910.036679912,16354780.579473307,9039233.20236752,[[19.91086738]],[[139.13367027]],[[20204527.74559814]],-7.662737380087335e-05,100,0.6952029000839993,False,27953.538071099814
3224,-18904055.74042104,16355076.24769537,9036344.670579098,[[19.90422684]],[[139.13487599]],[[20204540.74046986]],-7.66273769841048e-05,100,0.2837510236615011,False,27953.46085395744
3225,-18905201.100336052,16355371.822842741,9033455.946987893,[[19.89758615]],[[139.13608126]],[[20204553.73531063]],-7.662738016733626e-05,100,-0.9878733409007492,False,27953.383589457146
3226,-18906346.11642097,16355667.304861138,9030567.031655524,[[19.8909453]],[[139.13728607]],[[20204566.73012027]],-7.662738335056772e-05,100,-0.8468509661253646,False,27953.30627761098
3227,-18907490.788671825,16355962.69369627,9027677.924643626,[[19.8843043]],[[139.13849043]],[[20204579.7248986]],-7.662738653379917e-05,100,1.2496189052966666,False,27953.228918430978
3228,-18908635.117084652,16356257.989293871,9024788.62601385,[[19.87766314]],[[139.13969433]],[[20204592.71964544]],-7.662738971703063e-05,100,0.7793490039053323,False,27953.151511929194
3229,-18909779.101655528,16356553.19159965,9021899.13582782,[[19.87102183]],[[139.14089777]],[[20204605.71436061]],-7.662739290026209e-05,100,-0.03901951937754412,False,27953.074058117665
3230,-18910922.74238053,16356848.300559347,9019009.4541472,[[19.86438036]],[[139.14210076]],[[20204618.70904396]],-7.662739608349354e-05,100,-0.41790954576589057,False,27952.996557008482
3231,-18912066.039255735,16357143.316118665,9016119.581033627,[[19.85773873]],[[139.1433033]],[[20204631.70369528]],-7.6627399266725e-05,100,-2.025807873111377,False,27952.919008613666
3232,-18913208.99227724,16357438.23822335,9013229.51654876,[[19.85109695]],[[139.14450537]],[[20204644.69831442]],-7.662740244995645e-05,100,-1.0708524186844388,False,27952.84141294528
3233,-18914351.60144118,16357733.066819113,9010339.26075426,[[19.84445501]],[[139.145707]],[[20204657.6929012]],-7.662740563318791e-05,100,1.9114190871397234,False,27952.763770015397
3234,-18915493.86674365,16358027.801851682,9007448.813711789,[[19.83781292]],[[139.14690817]],[[20204670.68745542]],-7.662740881641937e-05,100,-1.2804555710024668,False,27952.68607983605
3235,-18916635.788180824,16358322.443266785,9004558.175483003,[[19.83117067]],[[139.14810888]],[[20204683.68197693]],-7.662741199965082e-05,100,0.18947982122108065,False,27952.608342419328
3236,-18917777.365748856,16358616.991010146,9001667.346129574,[[19.82452826]],[[139.14930914]],[[20204696.67646555]],-7.662741518288228e-05,100,1.0074439731951985,False,27952.530557777285
3237,-18918918.599443898,16358911.445027512,8998776.325713186,[[19.8178857]],[[139.15050894]],[[20204709.67092111]],-7.662741836611374e-05,100,-1.2549226680022925,False,27952.452725921998
3238,-18920059.489262134,16359205.805264588,8995885.114295503,[[19.81124299]],[[139.1517083]],[[20204722.6653434]],-7.662742154934519e-05,100,0.1847104747810833,False,27952.374846865514
3239,-18921200.035199765,16359500.071667124,8992993.711938212,[[19.80460012]],[[139.15290719]],[[20204735.65973228]],-7.662742473257665e-05,100,0.937915537510655,False,27952.296920619916
3240,-18922340.237253,16359794.244180845,8990102.118703,[[19.79795709]],[[139.15410564]],[[20204748.65408756]],-7.66274279158081e-05,100,0.012499321907250335,False,27952.218947197274
3241,-18923480.095418066,16360088.322751477,8987210.334651547,[[19.79131391]],[[139.15530363]],[[20204761.64840907]],-7.662743109903956e-05,100,2.8684030556667683,False,27952.140926609674
3242,-18924619.609691184,16360382.307324763,8984318.359845549,[[19.78467058]],[[139.15650116]],[[20204774.64269662]],-7.662743428227102e-05,100,-1.6685992588781953,False,27952.062858869165
3243,-18925758.78006862,16360676.197846435,8981426.194346704,[[19.77802709]],[[139.15769825]],[[20204787.63695005]],-7.662743746550247e-05,100,1.0587285298838789,False,27951.98474398785
3244,-18926897.606546625,16360969.994262239,8978533.838216726,[[19.77138344]],[[139.15889488]],[[20204800.63116918]],-7.662744064873393e-05,100,-0.17280173739646437,False,27951.906581977808
3245,-18928036.08912148,16361263.696517892,8975641.291517293,[[19.76473964]],[[139.16009106]],[[20204813.62535381]],-7.662744383196538e-05,100,0.7719201548366751,False,27951.8283728511
3246,-18929174.227789473,16361557.304559141,8972748.554310124,[[19.75809569]],[[139.16128678]],[[20204826.6195038]],-7.662744701519684e-05,100,0.44130715169924584,False,27951.75011661983
3247,-18930312.02254691,16361850.81833173,8969855.626656938,[[19.75145158]],[[139.16248206]],[[20204839.61361896]],-7.66274501984283e-05,100,-0.7331561971099966,False,27951.671813296074
3248,-18931449.473390102,16362144.237781385,8966962.508619433,[[19.74480731]],[[139.16367688]],[[20204852.6076991]],-7.662745338165975e-05,100,0.22899639245934025,False,27951.593462891913
3249,-18932586.58031539,16362437.562853865,8964069.20025935,[[19.73816289]],[[139.16487125]],[[20204865.60174406]],-7.662745656489121e-05,100,-1.8579014513982872,False,27951.515065419466
3250,-18933723.343319107,16362730.793494895,8961175.701638386,[[19.73151832]],[[139.16606517]],[[20204878.59575365]],-7.662745974812267e-05,100,0.6032475005713938,False,27951.43662089079
3251,-18934859.762397613,16363023.929650223,8958282.012818288,[[19.72487359]],[[139.16725863]],[[20204891.58972771]],-7.662746293135412e-05,100,0.29815846599052565,False,27951.358129317992
3252,-18935995.83754728,16363316.9712656,8955388.133860784,[[19.71822871]],[[139.16845165]],[[20204904.58366606]],-7.662746611458558e-05,100,0.6386601686431024,False,27951.27959071317
3253,-18937131.568764485,16363609.918286756,8952494.064827612,[[19.71158367]],[[139.16964421]],[[20204917.57756852]],-7.662746929781703e-05,100,1.0581183250871502,False,27951.20100508842
3254,-18938266.95604563,16363902.77065945,8949599.805780493,[[19.70493848]],[[139.17083633]],[[20204930.57143491]],-7.662747248104849e-05,100,0.3676198402097109,False,27951.122372455833
3255,-18939401.999387126,16364195.528329415,8946705.35678118,[[19.69829314]],[[139.17202799]],[[20204943.56526504]],-7.662747566427995e-05,100,0.1480894197982762,False,27951.043692827516
