epoch,phase
53827,29761055.593975734
53828,29759808.814117532
53829,29758561.905411355
53830,29757314.869459257
53831,29756067.706688765
53832,29754820.41697381
53833,29753572.99945797
53834,29752325.453723777
53835,29751077.78295467
53836,29749829.983056523
53837,29748582.058905657
53838,29747334.00628557
53839,29746085.825482808
53840,29744837.525528774
53841,29743589.090901207
53842,29742340.532748494
53843,29741091.851087473
53844,29739843.037922688
53845,29738594.10122578
53846,29737345.040103447
53847,29736095.85159167
53848,29734846.537468113
53849,29733597.09755091
53850,29732347.53307724
53851,29731097.844233643
53852,29729848.024948474
53853,29728598.08608922
53854,29727348.02029622
53855,29726097.826571614
53856,29724847.511027653
53857,29723597.06909787
53858,29722346.5012811
53859,29721095.813308816
53860,29719844.99662026
53861,29718594.056061886
53862,29717342.990658563
53863,29716091.803994905
53864,29714840.490713175
53865,29713589.05414405
53866,29712337.493057743
53867,29711085.8067374
53868,29709833.995359592
53869,29708582.06617607
53870,29707330.009989846
53871,29706077.830683213
53872,29704825.528957874
53873,29703573.100976948
53874,29702320.552065868
53875,29701067.878956776
53876,29699815.081356917
53877,29698562.16266609
53878,29697309.12347373
53879,29696055.95705075
53880,29694802.671252485
53881,29693549.260252368
53882,29692295.729952473
53883,29691042.07501672
53884,29689788.29776511
53885,29688534.399850413
53886,29687280.378488496
53887,29686026.234572373
53888,29684771.97049017
53889,29683517.58454544
53890,29682263.076693524
53891,29681008.44557481
53892,29679753.696112692
53893,29678498.820806265
53894,29677243.825917132
53895,29675988.710781585
53896,29674733.47579364
53897,29673478.118415646
53898,29672222.64021516
53899,29670967.04029013
53900,29669711.323332064
53901,29668455.482141722
53902,29667199.518484056
53903,29665943.43809388
53904,29664687.236479275
53905,29663430.91511328
53906,29662174.470761407
53907,29660917.908386502
53908,29659661.22675061
53909,29658404.42749319
53910,29657147.50360133
53911,29655890.46367574
53912,29654633.30250821
53913,29653376.021329645
53914,29652118.622561235
53915,29650861.101462074
53916,29649603.464002013
53917,29648345.704965454
53918,29647087.831010193
53919,29645829.834968895
53920,29644571.72401498
53921,29643313.489259478
53922,29642055.138804562
53923,29640796.668927815
53924,29639538.08008932
53925,29638279.37474992
53926,29637020.54917743
53927,29635761.606898896
53928,29634502.54804937
53929,29633243.367237598
53930,29631984.070054132
53931,29630724.65569008
53932,29629465.124506865
53933,29628205.475371983
53934,29626945.708548393
53935,29625685.822807945
53936,29624425.820790146
53937,29623165.70360843
53938,29621905.46911577
53939,29620645.11665334
53940,29619384.64772767
53941,29618124.061565712
53942,29616863.35797606
53943,29615602.538167823
53944,29614341.60395919
53945,29613080.551547334
53946,29611819.3818412
53947,29610558.09899924
53948,29609296.698695052
53949,29608035.181911305
53950,29606773.549587015
53951,29605511.799586263
53952,29604249.937213305
53953,29602987.956635278
53954,29601725.863773223
53955,29600463.652158156
53956,29599201.32592607
53957,29597938.886239287
53958,29596676.327933475
53959,29595413.657894243
53960,29594150.873566635
53961,29592887.97131212
53962,29591624.955095306
53963,29590361.8244927
53964,29589098.57908324
53965,29587835.220617995
53966,29586571.74660843
53967,29585308.159477104
53968,29584044.457734156
53969,29582780.64292376
53970,29581516.71166732
53971,29580252.667767163
53972,29578988.51178245
53973,29577724.240463518
53974,29576459.8548318
53975,29575195.357518043
53976,29573930.745127115
53977,29572666.02037466
53978,29571401.184163757
53979,29570136.231414076
53980,29568871.167104684
53981,29567605.99060021
53982,29566340.69889861
53983,29565075.298284065
53984,29563809.783697855
53985,29562544.157915283
53986,29561278.41611327
53987,29560012.564238675
53988,29558746.599716514
53989,29557480.525094084
53990,29556214.335266203
53991,29554948.032329787
53992,29553681.62270304
53993,29552415.096494477
53994,29551148.461120315
53995,29549881.713274326
53996,29548614.857758667
53997,29547347.88714371
53998,29546080.805964388
53999,29544813.61339784
54000,29543546.30962938
54001,29542278.89424065
54002,29541011.3695297
54003,29539743.732808787
54004,29538475.98580996
54005,29537208.128788244
54006,29535940.16407815
54007,29534672.08326131
54008,29533403.896284934
54009,29532135.598819327
54010,29530867.18889487
54011,29529598.66870871
54012,29528330.040249784
54013,29527061.302798513
54014,29525792.45692986
54015,29524523.498486727
54016,29523254.430483155
54017,29521985.253215387
54018,29520715.9679583
54019,29519446.572710186
54020,29518177.06852522
54021,29516907.454264104
54022,29515637.73211481
54023,29514367.902376138
54024,29513097.961191326
54025,29511827.913391374
54026,29510557.75716994
54027,29509287.492149748
54028,29508017.119264685
54029,29506746.634973682
54030,29505476.04489885
54031,29504205.34931805
54032,29502934.543588404
54033,29501663.62690177
54034,29500392.60536482
54035,29499121.477346484
54036,29497850.239863727
54037,29496578.89540523
54038,29495307.442717936
54039,29494035.885080714
54040,29492764.217795342
54041,29491492.444339447
54042,29490220.563057214
54043,29488948.577657178
54044,29487676.48237671
54045,29486404.28185648
54046,29485131.97564275
54047,29483859.559441615
54048,29482587.040017962
54049,29481314.411839724
54050,29480041.67994097
54051,29478768.842689507
54052,29477495.894762967
54053,29476222.845505897
54054,29474949.68999882
54055,29473676.42632474
54056,29472403.05692494
54057,29471129.582578253
54058,29469856.002486464
54059,29468582.321345776
54060,29467308.52946764
54061,29466034.633025713
54062,29464760.633676186
54063,29463486.528515786
54064,29462212.319118585
54065,29460938.007241536
54066,29459663.58633168
54067,29458389.061861027
54068,29457114.43405101
54069,29455839.701769408
54070,29454564.863247287
54071,29453289.922741894
54072,29452014.875135794
54073,29450739.725380376
54074,29449464.471765105
54075,29448189.115827695
54076,29446913.65192065
54077,29445638.091268137
54078,29444362.421315163
54079,29443086.651069358
54080,29441810.77395065
54081,29440534.798314612
54082,29439258.717304982
54083,29437982.531698003
54084,29436706.244846385
54085,29435429.85316272
54086,29434153.36134804
54087,29432876.766727835
54088,29431600.06734144
54089,29430323.268591862
54090,29429046.362331808
54091,29427769.35856065
54092,29426492.249563504
54093,29425215.042313665
54094,29423937.730310973
54095,29422660.316984627
54096,29421382.802743305
54097,29420105.184864968
54098,29418827.46949972
54099,29417549.647541016
54100,29416271.725393467
54101,29414993.702007394
54102,29413715.577874117
54103,29412437.354204874
54104,29411159.027200904
54105,29409880.601750754
54106,29408602.07287915
54107,29407323.44434945
54108,29406044.715371568
54109,29404765.885391355
54110,29403486.955661125
54111,29402207.92694451
54112,29400928.79465348
54113,29399649.563616544
54114,29398370.232999895
54115,29397090.80115945
54116,29395811.269490976
54117,29394531.63685006
54118,29393251.9075569
54119,29391972.08051456
54120,29390692.15081083
54121,29389412.121582184
54122,29388131.996089566
54123,29386851.76649529
54124,29385571.437871464
54125,29384291.015684955
54126,29383010.491890453
54127,29381729.868434608
54128,29380449.147161484
54129,29379168.32387848
54130,29377887.40686622
54131,29376606.38864844
54132,29375325.274379443
54133,29374044.061521694
54134,29372762.747641567
54135,29371481.3386291
54136,29370199.829124488
54137,29368918.224158715
54138,29367636.52008529
54139,29366354.721167907
54140,29365072.819494784
54141,29363790.824407026
54142,29362508.732064903
54143,29361226.53785617
54144,29359944.252162825
54145,29358661.86669419
54146,29357379.38377059
54147,29356096.806649886
54148,29354814.131341208
54149,29353531.357780278
54150,29352248.487724278
54151,29350965.520970713
54152,29349682.460588157
54153,29348399.301935114
54154,29347116.047462594
54155,29345832.696407735
54156,29344549.249647252
54157,29343265.70766307
54158,29341982.06797526
54159,29340698.33608217
54160,29339414.504484467
54161,29338130.580020677
54162,29336846.55880017
54163,29335562.443641506
54164,29334278.23220073
54165,29332993.925569467
54166,29331709.52228994
54167,29330425.026698112
54168,29329140.437055945
54169,29327855.74890241
54170,29326570.969407663
54171,29325286.09288189
54172,29324001.122631527
54173,29322716.058788802
54174,29321430.89913868
54175,29320145.648043156
54176,29318860.299361527
54177,29317574.85983711
54178,29316289.325521927
54179,29315003.696216762
54180,29313717.972853646
54181,29312432.15761991
54182,29311146.247187477
54183,29309860.244769793
54184,29308574.148185227
54185,29307287.958438624
54186,29306001.677181765
54187,29304715.301842444
54188,29303428.833271023
54189,29302142.270967074
54190,29300855.61794525
54191,29299568.868890297
54192,29298282.03137934
54193,29296995.099062625
54194,29295708.073879637
54195,29294420.957473435
54196,29293133.749517057
54197,29291846.448288746
54198,29290559.055046227
54199,29289271.569600035
54200,29287983.992595166
54201,29286696.325396523
54202,29285408.564308144
54203,29284120.71484046
54204,29282832.769577086
54205,29281544.737584908
54206,29280256.611706875
54207,29278968.395125277
54208,29277680.087840263
54209,29276391.686853707
54210,29275103.200076208
54211,29273814.619691424
54212,29272525.949099902
54213,29271237.19192239
54214,29269948.335805602
54215,29268659.39562625
54216,29267370.362208504
54217,29266081.23970015
54218,29264792.026804008
54219,29263502.726843633
54220,29262213.334606174
54221,29260923.85068574
54222,29259634.280436076
54223,29258344.61711562
54224,29257054.86688327
54225,29255765.027697537
54226,29254475.096448705
54227,29253185.077934988
54228,29251894.970811997
54229,29250604.77392269
54230,29249314.486985516
54231,29248024.115651622
54232,29246733.649201874
54233,29245443.098993573
54234,29244152.45809563
54235,29242861.72771308
54236,29241570.911655925
54237,29240280.004777625
54238,29238989.011961773
54239,29237697.930930644
54240,29236406.75980282
54241,29235115.503161564
54242,29233824.15679348
54243,29232532.7244907
54244,29231241.20378874
54245,29229949.59520127
54246,29228657.8982354
54247,29227366.11805575
54248,29226074.249278553
54249,29224782.29034178
54250,29223490.245499864
54251,29222198.115324102
54252,29220905.898453314
54253,29219613.594062015
54254,29218321.20254903
54255,29217028.72441279
54256,29215736.160544332
54257,29214443.509555653
54258,29213150.771812327
54259,29211857.94957916
54260,29210565.040778257
54261,29209272.046587
54262,29207978.963869307
54263,29206685.799724475
54264,29205392.545117576
54265,29204099.20989167
54266,29202805.78752839
54267,29201512.278755724
54268,29200218.683187302
54269,29198925.00574423
54270,29197631.24177381
54271,29196337.393730935
54272,29195043.45844917
54273,29193749.440366093
54274,29192455.335453276
54275,29191161.14697837
54276,29189866.876119994
54277,29188572.519140106
54278,29187278.07630928
54279,29185983.55018796
54280,29184688.941845953
54281,29183394.24805299
54282,29182099.47058872
54283,29180804.609741166
54284,29179509.66463514
54285,29178214.634711176
54286,29176919.521246776
54287,29175624.325592496
54288,29174329.046430565
54289,29173033.684344735
54290,29171738.23821218
54291,29170442.709663626
54292,29169147.098179236
54293,29167851.402770407
54294,29166555.626250155
54295,29165259.76757266
54296,29163963.82279293
54297,29162667.79698598
54298,29161371.690271273
54299,29160075.499151
54300,29158779.22756034
54301,29157482.872666433
54302,29156186.43588348
54303,29154889.91775002
54304,29153593.317805372
54305,29152296.635519944
54306,29150999.87428939
54307,29149703.028339855
54308,29148406.10229274
54309,29147109.09207508
54310,29145812.003957547
54311,29144514.834319856
54312,29143217.58412924
54313,29141920.24932181
54314,29140622.835503876
54315,29139325.342909668
54316,29138027.76728284
54317,29136730.11430416
54318,29135432.37728177
54319,29134134.5601907
54320,29132836.66362088
54321,29131538.686990526
54322,29130240.628387537
54323,29128942.493326407
54324,29127644.275942255
54325,29126345.98037487
54326,29125047.602420896
54327,29123749.14793643
54328,29122450.612186704
54329,29121151.99674318
54330,29119853.303422246
54331,29118554.52660965
54332,29117255.676100366
54333,29115956.74370549
54334,29114657.732797
54335,29113358.642132666
54336,29112059.47315614
54337,29110760.228242785
54338,29109460.90232204
54339,29108161.49902021
54340,29106862.016471736
54341,29105562.45194294
54342,29104262.814109106
54343,29102963.097172864
54344,29101663.302523773
54345,29100363.429704733
54346,29099063.47613691
54347,29097763.447780415
54348,29096463.343210377
54349,29095163.156142615
54350,29093862.895268764
54351,29092562.557961408
54352,29091262.14350046
54353,29089961.64653108
54354,29088661.0779645
54355,29087360.4311863
54356,29086059.70795422
54357,29084758.906004462
54358,29083458.026105583
54359,29082157.072462313
54360,29080856.044428058
54361,29079554.93640623
54362,29078253.751447536
54363,29076952.493466996
54364,29075651.15756883
54365,29074349.743038744
54366,29073048.255783945
54367,29071746.694718286
54368,29070445.057236254
54369,29069143.34062241
54370,29067841.547526825
54371,29066539.682536505
54372,29065237.743597653
54373,29063935.727275196
54374,29062633.634755585
54375,29061331.4678114
54376,29060029.227465972
54377,29058726.911280364
54378,29057424.51959468
54379,29056122.05198909
54380,29054819.513296854
54381,29053516.897006713
54382,29052214.207323007
54383,29050911.44354674
54384,29049608.606264498
54385,29048305.69475814
54386,29047002.70609518
54387,29045699.64739186
54388,29044396.513842512
54389,29043093.307789754
54390,29041790.024701018
54391,29040486.670510653
54392,29039183.243479908
54393,29037879.741188433
54394,29036576.167905588
54395,29035272.518286172
54396,29033968.799318578
54397,29032665.00552814
54398,29031361.137079053
54399,29030057.197415695
54400,29028753.185248856
54401,29027449.100609973
54402,29026144.942526937
54403,29024840.71378319
54404,29023536.411022596
54405,29022232.037607703
54406,29020927.588355
54407,29019623.071592074
54408,29018318.482036274
54409,29017013.817696378
54410,29015709.085352745
54411,29014404.279977348
54412,29013099.404000502
54413,29011794.453389388
54414,29010489.434043933
54415,29009184.342123423
54416,29007879.180222526
54417,29006573.94859961
54418,29005268.642595578
54419,29003963.266683
54420,29002657.821194872
54421,29001352.30415696
54422,29000046.716940768
54423,28998741.05905254
54424,28997435.330898818
54425,28996129.531712394
54426,28994823.6642569
54427,28993517.724380687
54428,28992211.717650462
54429,28990905.637419976
54430,28989599.48953158
54431,28988293.27118784
54432,28986986.9809531
54433,28985680.624988478
54434,28984374.199986976
54435,28983067.701149326
54436,28981761.138591394
54437,28980454.502092004
54438,28979147.79822045
54439,28977841.025121614
54440,28976534.184225
54441,28975227.273789935
54442,28973920.29348731
54443,28972613.24529574
54444,28971306.128019124
54445,28969998.945568208
54446,28968691.691818234
54447,28967384.369689357
54448,28966076.980610702
54449,28964769.523753107
54450,28963461.997537605
54451,28962154.40542737
54452,28960846.74287545
54453,28959539.015431836
54454,28958231.218717914
54455,28956923.35653738
54456,28955615.424453057
54457,28954307.426697202
54458,28952999.364167668
54459,28951691.230345745
54460,28950383.030670352
54461,28949074.76506717
54462,28947766.431187723
54463,28946458.029477227
54464,28945149.5631668
54465,28943841.028865516
54466,28942532.432454538
54467,28941223.765549626
54468,28939915.034171328
54469,28938606.236423478
54470,28937297.372100864
54471,28935988.442700103
54472,28934679.446630895
54473,28933370.384959385
54474,28932061.256565735
54475,28930752.065565605
54476,28929442.80924312
54477,28928133.483714886
54478,28926824.096801743
54479,28925514.639875993
54480,28924205.121015437
54481,28922895.5370793
54482,28921585.8878621
54483,28920276.17532615
54484,28918966.393390972
54485,28917656.55193373
54486,28916346.646339215
54487,28915036.6720421
54488,28913726.637000453
54489,28912416.535974044
54490,28911106.370455064
54491,28909796.14195634
54492,28908485.848715432
54493,28907175.489979535
54494,28905865.07210924
54495,28904554.586909726
54496,28903244.03845345
54497,28901933.429044176
54498,28900622.75442228
54499,28899312.017238703
54500,28898001.21495863
54501,28896690.351942316
54502,28895379.423964344
54503,28894068.434238464
54504,28892757.38145616
54505,28891446.26411278
54506,28890135.087609906
54507,28888823.84659519
54508,28887512.54304225
54509,28886201.177908167
54510,28884889.752576746
54511,28883578.258188568
54512,28882266.707999412
54513,28880955.09500249
54514,28879643.417135566
54515,28878331.681169577
54516,28877019.881838236
54517,28875708.019099332
54518,28874396.097766127
54519,28873084.11640016
54520,28871772.067991126
54521,28870459.962901257
54522,28869147.79582131
54523,28867835.567619435
54524,28866523.27790786
54525,28865210.92828036
54526,28863898.51730572
54527,28862586.046555366
54528,28861273.51464859
54529,28859960.921752106
54530,28858648.268701933
54531,28857335.553793013
54532,28856022.78219673
54533,28854709.949847005
54534,28853397.05379639
54535,28852084.100880794
54536,28850771.090691805
54537,28849458.015009467
54538,28848144.884112082
54539,28846831.69186517
54540,28845518.442639485
54541,28844205.13098507
54542,28842891.76172566
54543,28841578.332114678
54544,28840264.84614552
54545,28838951.29655886
54546,28837637.691954516
54547,28836324.028426193
54548,28835010.30555558
54549,28833696.522145286
54550,28832382.680262987
54551,28831068.783406444
54552,28829754.828758717
54553,28828440.811292898
54554,28827126.739299275
54555,28825812.607658114
54556,28824498.418949734
54557,28823184.1735849
54558,28821869.86806635
54559,28820555.507775676
54560,28819241.08710894
54561,28817926.60923424
54562,28816612.07464497
54563,28815297.483467128
54564,28813982.83315286
54565,28812668.12752782
54566,28811353.366585024
54567,28810038.547127523
54568,28808723.668496687
54569,28807408.737616904
54570,28806093.74693973
54571,28804778.700156905
54572,28803463.598155186
54573,28802148.440542884
54574,28800833.22524571
54575,28799517.953808334
54576,28798202.626749642
54577,28796887.242170688
54578,28795571.80497342
54579,28794256.309353165
54580,28792940.761578526
54581,28791625.15338145
54582,28790309.494743396
54583,28788993.77575753
54584,28787678.003965337
54585,28786362.176741675
54586,28785046.29368207
54587,28783730.359193366
54588,28782414.36600781
54589,28781098.31979255
54590,28779782.219340567
54591,28778466.06155379
54592,28777149.851045243
54593,28775833.58632377
54594,28774517.26561883
54595,28773200.89157188
54596,28771884.4642663
54597,28770567.985345006
54598,28769251.44817014
54599,28767934.859825607
54600,28766618.215574715
54601,28765301.517388623
54602,28763984.769400544
54603,28762667.96374297
54604,28761351.107932713
54605,28760034.19771473
54606,28758717.23299692
54607,28757400.21667102
54608,28756083.14492938
54609,28754766.026526947
54610,28753448.848479487
54611,28752131.620540064
54612,28750814.33978872
54613,28749497.005281154
54614,28748179.619628172
54615,28746862.182423826
54616,28745544.690511957
54617,28744227.148658067
54618,28742909.55406241
54619,28741591.906222317
54620,28740274.208891355
54621,28738956.45646652
54622,28737638.65710866
54623,28736320.80420099
54624,28735002.898481872
54625,28733684.942617025
54626,28732366.932593733
54627,28731048.874153703
54628,28729730.764407407
54629,28728412.603288636
54630,28727094.390668888
54631,28725776.127301876
54632,28724457.81630725
54633,28723139.449462872
54634,28721821.03711233
54635,28720502.570649322
54636,28719184.054687764
54637,28717865.489084397
54638,28716546.8739416
54639,28715228.203584455
54640,28713909.490366753
54641,28712590.724057138
54642,28711271.908190332
54643,28709953.043330792
54644,28708634.12654934
54645,28707315.1612557
54646,28705996.146840483
54647,28704677.083800714
54648,28703357.97263787
54649,28702038.810550585
54650,28700719.599971134
54651,28699400.338710688
54652,28698081.029972292
54653,28696761.674486876
54654,28695442.26762057
54655,28694122.812536575
54656,28692803.30665306
54657,28691483.75873255
54658,28690164.156677414
54659,28688844.50872799
54660,28687524.812673435
54661,28686205.068040017
54662,28684885.27542579
54663,28683565.435631465
54664,28682245.548271798
54665,28680925.612986952
54666,28679605.630308498
54667,28678285.597483274
54668,28676965.52016223
54669,28675645.39641744
54670,28674325.22167334
54671,28673005.004000712
54672,28671684.736658935
54673,28670364.424705792
54674,28669044.063216917
54675,28667723.65690118
54676,28666403.203554172
54677,28665082.70415358
54678,28663762.158500675
54679,28662441.565875586
54680,28661120.926109746
54681,28659800.239709828
54682,28658479.512261003
54683,28657158.732498992
54684,28655837.90989523
54685,28654517.04112931
54686,28653196.126828246
54687,28651875.165630225
54688,28650554.16142786
54689,28649233.111925565
54690,28647912.011906017
54691,28646590.872548673
54692,28645269.68487959
54693,28643948.45545206
54694,28642627.179137174
54695,28641305.85656566
54696,28639984.49070951
54697,28638663.079074576
54698,28637341.622349873
54699,28636020.124728296
54700,28634698.580707964
54701,28633376.99261377
54702,28632055.3567607
54703,28630733.6816954
54704,28629411.961325698
54705,28628090.198379975
54706,28626768.390563846
54707,28625446.536784846
54708,28624124.64202102
54709,28622802.70254162
54710,28621480.722543813
54711,28620158.694179483
54712,28618836.62494436
54713,28617514.512210663
54714,28616192.35572258
54715,28614870.15990205
54716,28613547.917749748
54717,28612225.633610435
54718,28610903.307479315
54719,28609580.93642622
54720,28608258.527984127
54721,28606936.070198275
54722,28605613.577289857
54723,28604291.036775902
54724,28602968.455557983
54725,28601645.83373843
54726,28600323.16790686
54727,28599000.462527353
54728,28597677.71349553
54729,28596354.923835605
54730,28595032.092534706
54731,28593709.218221966
54732,28592386.304885812
54733,28591063.34868075
54734,28589740.352548435
54735,28588417.312802218
54736,28587094.23548689
54737,28585771.113389894
54738,28584447.951381147
54739,28583124.75052528
54740,28581801.509430207
54741,28580478.227359977
54742,28579154.904005423
54743,28577831.54131822
54744,28576508.135616228
54745,28575184.694663186
54746,28573861.210335832
54747,28572537.686000645
54748,28571214.122522
54749,28569890.516105175
54750,28568566.87506086
54751,28567243.192202568
54752,28565919.470019314
54753,28564595.70807123
54754,28563271.906517252
54755,28561948.06609477
54756,28560624.18736261
54757,28559300.266982518
54758,28557976.3104572
54759,28556652.3131638
54760,28555328.278426446
54761,28554004.20209641
54762,28552680.09150999
