phase
25866129.881404065
25865788.46428588
25865447.01967716
25865105.550279334
25864764.052593708
25864422.52764642
25864080.974627726
25863739.394113053
25863397.78721361
25863056.152719375
25862714.495545268
25862372.80708715
25862031.09175456
25861689.348417502
25861347.580237444
25861005.783613168
25860663.96366304
25860322.11257962
25859980.23323707
25859638.331649415
25859296.39763181
25858954.43990704
25858612.45397341
25858270.44044809
25857928.40001129
25857586.332968917
25857244.23811962
25856902.11695351
25856559.968134146
25856217.791294172
25855875.58972081
25855533.35740779
25855191.10108039
25854848.815612275
25854506.503156226
25854164.164629456
25853821.797931813
25853479.40573724
25853136.984265935
25852794.537803832
25852452.060345434
25852109.556746364
25851767.029764533
25851424.474295124
25851081.88903619
25850739.2763481
25850396.637774926
25850053.975091264
25849711.279709905
25849368.558850538
25849025.813580334
25848683.03751152
25848340.233640596
25847997.408496466
25847654.55047605
25847311.664586496
25846968.75642503
25846625.815633006
25846282.84994101
25845939.85723811
25845596.83985887
25845253.792459007
25844910.71506065
25844567.615206018
25844224.481798053
25843881.3282727
25843538.144681364
25843194.9334632
25842851.693350304
25842508.42782927
25842165.13320506
25841821.813271545
25841478.465067722
25841135.089653164
25840791.688305907
25840448.257332105
25840104.80140179
25839761.315189734
25839417.80500392
25839074.264544476
25838730.696364995
25838387.10238688
25838043.479754824
25837699.831755668
25837356.15422776
25837012.452765763
25836668.719923273
25836324.962056458
25835981.173451982
25835637.362093274
25835293.521206565
25834949.654303808
25834605.75829296
25834261.835755352
25833917.884721395
25833573.907622203
25833229.901491005
25832885.866939288
25832541.808028374
25832197.720438674
25831853.60212284
25831509.461829856
25831165.2948905
25830821.09511664
25830476.870364465
25830132.61590239
25829788.336872872
25829444.031368338
25829099.695603848
25828755.332661066
25828410.94528165
25828066.526006486
25827722.0806352
25827377.609706428
25827033.109078288
25826688.581797857
25826344.027763546
25825999.44487748
25825654.834032524
25825310.19891452
25824965.534352656
25824620.840837356
25824276.121775854
25823931.37331725
25823586.596765514
25823241.797016215
25822896.96591607
25822552.108509056
25822207.22303798
25821862.310188625
25821517.370173916
25821172.402286682
25820827.407910716
25820482.38403131
25820137.334136132
25819792.25624964
25819447.14732702
25819102.01681982
25818756.8552061
25818411.66645255
25818066.450762317
25817721.20571019
25817375.93516965
25817030.63448736
25816685.307493336
25816339.955175716
25815994.57268774
25815649.16323822
25815303.725294337
25814958.261697143
25814612.768452916
25814267.24876151
25813921.700601887
25813576.12491492
25813230.522482473
25812884.89318788
25812539.233178653
25812193.547507036
25811847.833679482
25811502.09194355
25811156.324767303
25810810.52545134
25810464.70231632
25810118.84945686
25809772.97107245
25809427.063146394
25809081.129000653
25808735.16565366
25808389.174392506
25808043.156734336
25807697.110788357
25807351.03528246
25807004.93548643
25806658.805801097
25806312.649052285
25805966.463478904
25805620.250616685
25805274.010278534
25804927.739999585
25804581.44704326
25804235.126782466
25803888.773998354
25803542.3945655
25803195.988513786
25802849.5528293
25802503.0904611
25802156.600549836
25801810.082310744
25801463.536815602
25801116.96408819
25800770.363011565
25800423.735321064
25800077.07826819
25799730.39120386
25799383.680034272
25799036.939052165
25798690.169564504
25798343.37645739
25797996.553323206
25797649.70136799
25797302.822455328
25796955.914572816
25796608.978932593
25796262.016806036
25795915.027910765
25795568.008438043
25795220.960212916
25794873.887679026
25794526.78677942
25794179.65636131
25793832.4991151
25793485.310698282
25793138.098797712
25792790.856931612
25792443.588601954
25792096.29000042
25791748.964937273
25791401.612863142
25791054.231111206
25790706.823559806
25790359.384625655
25790011.923298247
25789664.42688466
25789316.910207856
25788969.36043774
25788621.783363223
25788274.18085173
25787926.54950757
25787578.889788203
25787231.201827127
25786883.483974703
25786535.74122634
25786187.967484657
25785840.169632394
25785492.342227105
25785144.485891666
25784796.600847095
25784448.690539464
25784100.753522027
25783752.78451438
25783404.788170893
25783056.76504854
25782708.714160737
25782360.632807907
25782012.5254499
25781664.390806265
25781316.22762815
25780968.03852845
25780619.81739459
25780271.56938723
25779923.294527974
25779574.988997404
25779226.658648822
25778878.2993113
25778529.911518704
25778181.498222154
25777833.054061506
25777484.58056635
25777136.080843598
25776787.553139005
25776438.99845056
25776090.41502349
25775741.80336916
25775393.162008297
25775044.49485038
25774695.798911676
25774347.076032467
25773998.323403254
25773649.540909227
25773300.732094537
25772951.897415787
25772603.032349244
25772254.139392696
25771905.218868382
25771556.27137578
25771207.29236078
25770858.29067415
25770509.254959207
25770160.19504615
25769811.104363855
25769461.986012697
25769112.84175831
25768763.66689515
25768414.466409236
25768065.23621439
25767715.977383304
25767366.691925015
25767017.37836182
25766668.03461262
25766318.663240183
25765969.265457913
25765619.838428218
25765270.382466346
25764920.900721658
25764571.387474354
25764221.84951278
25763872.2794427
25763522.68483851
25763173.059473585
25762823.407478187
25762473.724507157
25762124.01982966
25761774.28090582
25761424.51633041
25761074.72045396
25760724.900310975
25760375.050053872
25760025.17105224
25759675.26705077
25759325.331342973
25758975.368345767
25758625.377996445
25758275.35725373
25757925.31076786
25757575.234952826
25757225.131007247
25756874.999661736
25756524.83771865
25756174.648865655
25755824.43177405
25755474.186462276
25755123.914683245
25754773.61170287
25754423.28271525
25754072.923605114
25753722.535820838
25753372.12026461
25753021.677108377
25752671.206167113
25752320.708280463
25751970.18046605
25751619.622860935
25751269.038992364
25750918.424499165
25750567.78310279
25750217.114862107
25749866.416299082
25749515.690585062
25749164.935295366
25748814.15193166
25748463.340820998
25748112.501736935
25747761.6337226
25747410.73626017
25747059.812432647
25746708.858045515
25746357.877874654
25746006.867603235
25745655.827417385
25745304.76624812
25744953.668472763
25744602.54513939
25744251.396164417
25743900.213452037
25743549.00487349
25743197.769435126
25742846.5040726
25742495.210463148
25742143.888324633
25741792.53879378
25741441.16195688
25741089.7516419
25740738.318616
25740386.85541916
25740035.360953186
25739683.841230035
25739332.291582894
25738980.71241028
25738629.10934333
25738277.473720986
25737925.810289416
25737574.117973156
25737222.400256515
25736870.651681434
25736518.875478357
25736167.070317153
25735815.235380683
25735463.370745253
25735111.483562328
25734759.56453465
25734407.61744421
25734055.642892465
25733703.636942253
25733351.60481876
25732999.54315387
25732647.451554567
25732295.33332036
25731943.188940518
25731591.011585657
25731238.80901088
25730886.57528937
25730534.31622297
25730182.026375417
25729829.707966447
25729477.36254863
25729124.987237558
25728772.582826108
25728420.151602156
25728067.691769075
25727715.203181963
25727362.68438103
25727010.140189495
25726657.56300625
25726304.958992694
25725952.32738496
25725599.668476872
25725246.97963062
25724894.26231355
25724541.515523504
25724188.743851747
25723835.939998966
25723483.10562992
25723130.246379245
25722777.357654896
25722424.44082977
25722071.492569257
25721718.517736033
25721365.51499203
25721012.48587654
25720659.42327661
25720306.33569276
25719953.217816688
25719600.07077916
25719246.89690131
25718893.691342074
25718540.45997125
25718187.197473094
25717833.910405327
25717480.591500547
25717127.247832097
25716773.87041089
25716420.467238992
25716067.034494
25715713.57253587
25715360.083725415
25715006.56423036
25714653.017477676
25714299.443502415
25713945.836813256
25713592.202900697
25713238.54085577
25712884.850939937
25712531.13192062
25712177.38396074
25711823.605732165
25711469.79977429
25711115.967100643
25710762.105464134
25710408.21410592
25710054.294432532
25709700.34557094
25709346.367229745
25708992.360518027
25708638.327154033
25708284.263234884
25707930.169569626
25707576.050216693
25707221.90074973
25706867.7220514
25706513.51496081
25706159.27724205
25705805.014099438
25705450.71960013
25705096.399565253
25704742.047425862
25704387.667218048
25704033.260004144
25703678.8205199
25703324.355551045
25702969.86244266
25702615.337456312
25702260.78445669
25701906.20292039
25701551.592326455
25701196.95432606
