time,x_cart,y_cart,z_cart,lat,long,height,clock_offset,integer_ambiguity,noise,visibility,distance
59194,15444036.346993702,-794890.9222616903,-21703637.86758013,[[-54.57247033]],[[-2.94636334]],[[20285587.02332412]],-7.68055424487086e-05,100,0.5599571593032128,True,23465.14920812638
59195,15443600.064459197,-792195.7932216435,-21704038.0878376,[[-54.57397394]],[[-2.93647382]],[[20285580.4149228]],-7.680554563194006e-05,100,0.8940661577346668,True,23464.651975845605
59196,15443163.931929287,-789500.5880861529,-21704437.850996774,[[-54.57547591]],[[-2.92658327]],[[20285573.80404482]],-7.680554881517151e-05,100,-0.5900395313006394,True,23464.154729203365
59197,15442727.949421661,-786805.306919581,-21704837.15704887,[[-54.57697625]],[[-2.91669166]],[[20285567.19069027]],-7.680555199840297e-05,100,-0.7113782957739959,True,23463.657468209305
59198,15442292.116954021,-784109.9497861787,-21705236.005985115,[[-54.57847497]],[[-2.90679902]],[[20285560.57485928]],-7.680555518163442e-05,100,-0.9588013503435604,True,23463.160192873063
59199,15441856.434544021,-781414.5167501859,-21705634.397796746,[[-54.57997205]],[[-2.89690534]],[[20285553.95655193]],-7.680555836486588e-05,100,-0.9111243301326812,True,23462.662903204273
59200,15441420.90220934,-778719.0078760141,-21706032.33247499,[[-54.5814675]],[[-2.88701061]],[[20285547.33576833]],-7.680556154809734e-05,100,0.5009215317554903,True,23462.16559921258
59201,15440985.51996762,-776023.4232279027,-21706429.810011126,[[-54.58296131]],[[-2.87711485]],[[20285540.7125086]],-7.680556473132879e-05,100,0.8509384933881355,True,23461.668280907656
59202,15440550.287836514,-773327.7628702592,-21706826.830396384,[[-54.5844535]],[[-2.86721805]],[[20285534.08677284]],-7.680556791456025e-05,100,-0.5966958951710422,True,23461.170948299143
59203,15440115.205833621,-770632.0268672208,-21707223.39362205,[[-54.58594405]],[[-2.85732021]],[[20285527.45856113]],-7.68055710977917e-05,100,1.3513634785797244,True,23460.67360139665
59204,15439680.273976594,-767936.2152833381,-21707619.499679394,[[-54.58743297]],[[-2.84742134]],[[20285520.8278736]],-7.680557428102316e-05,100,-0.33329073098475587,True,23460.17624020991
59205,15439245.49228301,-765240.3281827619,-21708015.14855972,[[-54.58892026]],[[-2.83752143]],[[20285514.19471033]],-7.680557746425462e-05,100,2.4450350421576204,True,23459.67886474852
59206,15438810.860770477,-762544.3656299132,-21708410.34025431,[[-54.59040591]],[[-2.82762049]],[[20285507.55907145]],-7.680558064748607e-05,100,0.045690237169648824,True,23459.181475022167
59207,15438376.379456563,-759848.3276890633,-21708805.074754495,[[-54.59188993]],[[-2.81771851]],[[20285500.92095705]],-7.680558383071753e-05,100,1.8895970809370035,True,23458.68407104052
59208,15437942.048358845,-757152.2144246161,-21709199.352051575,[[-54.59337232]],[[-2.8078155]],[[20285494.28036723]],-7.680558701394899e-05,100,-1.5683554249825322,True,23458.186652813245
59209,15437507.867494874,-754456.025900852,-21709593.172136888,[[-54.59485307]],[[-2.79791147]],[[20285487.63730211]],-7.680559019718044e-05,100,1.0907036235600338,True,23457.68922035
59210,15437073.836882204,-751759.7621821762,-21709986.535001755,[[-54.59633219]],[[-2.7880064]],[[20285480.99176179]],-7.68055933804119e-05,100,0.20140677607502688,True,23457.191773660474
59211,15436639.956538359,-749063.4233328386,-21710379.440637544,[[-54.59780967]],[[-2.7781003]],[[20285474.34374636]],-7.680559656364335e-05,100,-0.02767768802779571,True,23456.694312754324
59212,15436206.226480864,-746367.0094173109,-21710771.88903559,[[-54.59928552]],[[-2.76819317]],[[20285467.69325594]],-7.680559974687481e-05,100,-0.46601990802942694,True,23456.19683764125
59213,15435772.646727232,-743670.5204998732,-21711163.880187273,[[-54.60075974]],[[-2.75828502]],[[20285461.04029064]],-7.680560293010627e-05,100,-0.8330554856951963,True,23455.699348330916
59214,15435339.217294969,-740973.9566449564,-21711555.414083973,[[-54.60223232]],[[-2.74837584]],[[20285454.38485056]],-7.680560611333772e-05,100,1.351151806624891,True,23455.201844833045
59215,15434905.938201535,-738277.3179168274,-21711946.490717057,[[-54.60370327]],[[-2.73846564]],[[20285447.72693578]],-7.680560929656918e-05,100,-1.1813843730893632,True,23454.704327157266
59216,15434472.809464423,-735580.6043799272,-21712337.110077925,[[-54.60517258]],[[-2.72855441]],[[20285441.06654643]],-7.680561247980064e-05,100,1.055887407774483,True,23454.206795313297
59217,15434039.831101093,-732883.816098611,-21712727.272157986,[[-54.60664025]],[[-2.71864216]],[[20285434.40368262]],-7.680561566303209e-05,100,1.2445446205433408,True,23453.709249310843
59218,15433607.003128994,-730186.9531371774,-21713116.97694866,[[-54.60810629]],[[-2.70872889]],[[20285427.73834445]],-7.680561884626355e-05,100,0.6432985012531043,True,23453.211689159576
59219,15433174.325565567,-727490.0155601406,-21713506.224441357,[[-54.6095707]],[[-2.69881459]],[[20285421.07053202]],-7.6805622029495e-05,100,1.1479066612916395,True,23452.714114869214
59220,15432741.798428237,-724793.0034318063,-21713895.01462751,[[-54.61103347]],[[-2.68889928]],[[20285414.40024542]],-7.680562521272646e-05,100,1.7331219161709954,True,23452.21652644945
59221,15432309.421734422,-722095.9168165786,-21714283.347498566,[[-54.6124946]],[[-2.67898295]],[[20285407.7274848]],-7.680562839595792e-05,100,0.37977612016133766,True,23451.71892390999
59222,15431877.19550152,-719398.755778805,-21714671.22304598,[[-54.61395409]],[[-2.6690656]],[[20285401.05225023]],-7.680563157918937e-05,100,-0.7266337999305302,True,23451.22130726053
59223,15431445.119746927,-716701.5203829667,-21715058.641261194,[[-54.61541195]],[[-2.65914723]],[[20285394.37454182]],-7.680563476242083e-05,100,0.26489294058259827,True,23450.72367651079
59224,15431013.194488015,-714004.2106933311,-21715445.602135707,[[-54.61686817]],[[-2.64922785]],[[20285387.69435968]],-7.680563794565229e-05,100,0.000569528747865303,True,23450.22603167047
59225,15430581.419742169,-711306.8267744548,-21715832.10566097,[[-54.61832276]],[[-2.63930745]],[[20285381.01170392]],-7.680564112888374e-05,100,0.6025760886117529,True,23449.728372749305
59226,15430149.795526726,-708609.3686906381,-21716218.151828494,[[-54.61977571]],[[-2.62938603]],[[20285374.32657465]],-7.68056443121152e-05,100,-0.4748687170966829,True,23449.230699756994
59227,15429718.321859045,-705911.8365063849,-21716603.740629766,[[-54.62122702]],[[-2.61946361]],[[20285367.63897196]],-7.680564749534665e-05,100,-1.1635602115688692,True,23448.733012703287
59228,15429286.99875645,-703214.2302859725,-21716988.8720563,[[-54.62267669]],[[-2.60954017]],[[20285360.94889596]],-7.680565067857811e-05,100,-0.9640841131536935,True,23448.23531159787
59229,15428855.826236265,-700516.5500939451,-21717373.54609961,[[-54.62412472]],[[-2.59961572]],[[20285354.25634677]],-7.680565386180957e-05,100,0.11211816128990791,True,23447.737596450486
59230,15428424.804315794,-697818.7959946104,-21717757.76275123,[[-54.62557112]],[[-2.58969026]],[[20285347.56132448]],-7.680565704504102e-05,100,0.6263097919387742,True,23447.23986727086
59231,15427993.933012344,-695120.9680525038,-21718141.522002693,[[-54.62701588]],[[-2.5797638]],[[20285340.86382923]],-7.680566022827248e-05,100,-0.50261862607839,True,23446.742124068733
59232,15427563.212343182,-692423.0663319353,-21718524.823845547,[[-54.628459]],[[-2.56983632]],[[20285334.16386107]],-7.680566341150393e-05,100,0.5688584333975746,True,23446.244366853818
59233,15427132.642325606,-689725.0908975251,-21718907.668271333,[[-54.62990048]],[[-2.55990784]],[[20285327.46142015]],-7.680566659473539e-05,100,-0.7819305438371339,True,23445.746595635886
59234,15426702.222976858,-687027.0418134764,-21719290.055271644,[[-54.63134032]],[[-2.54997835]],[[20285320.75650656]],-7.680566977796685e-05,100,-1.4838018193674354,True,23445.24881042464
59235,15426271.954314206,-684328.91914441,-21719671.984838035,[[-54.63277852]],[[-2.54004786]],[[20285314.04912042]],-7.68056729611983e-05,100,1.0341966831547942,True,23444.75101122986
59236,15425841.836354867,-681630.722954699,-21720053.456962094,[[-54.63421509]],[[-2.53011636]],[[20285307.33926183]],-7.680567614442976e-05,100,-1.1435590512388432,True,23444.253198061262
59237,15425411.869116079,-678932.4533087689,-21720434.471635424,[[-54.63565001]],[[-2.52018386]],[[20285300.62693089]],-7.680567932766122e-05,100,-1.0435887500023364,True,23443.755370928604
59238,15424982.052615052,-676234.1102711099,-21720815.02884962,[[-54.6370833]],[[-2.51025036]],[[20285293.91212771]],-7.680568251089267e-05,100,-0.56126729436168,True,23443.257529841634
59239,15424552.38686899,-673535.6939061133,-21721195.128596302,[[-54.63851494]],[[-2.50031585]],[[20285287.1948524]],-7.680568569412413e-05,100,2.127435213733896,True,23442.75967481011
59240,15424122.871895084,-670837.204278353,-21721574.770867083,[[-54.63994494]],[[-2.49038035]],[[20285280.47510507]],-7.680568887735558e-05,100,-0.2610540145539959,True,23442.261805843787
59241,15423693.50771051,-668138.6414521582,-21721953.955653608,[[-54.64137331]],[[-2.48044385]],[[20285273.75288582]],-7.680569206058704e-05,100,0.9666199644627963,True,23441.76392295242
59242,15423264.294332448,-665440.0054921483,-21722332.6829475,[[-54.64280003]],[[-2.47050635]],[[20285267.02819477]],-7.68056952438185e-05,100,-0.21911394960320002,True,23441.266026145793
59243,15422835.231778033,-662741.2964626134,-21722710.952740427,[[-54.64422511]],[[-2.46056785]],[[20285260.30103201]],-7.680569842704995e-05,100,-0.7824270684994885,True,23440.768115433624
59244,15422406.320064425,-660042.5144281826,-21723088.76502405,[[-54.64564856]],[[-2.45062836]],[[20285253.57139767]],-7.680570161028141e-05,100,0.5536624004600679,True,23440.270190825737
59245,15421977.559208738,-657343.6594532394,-21723466.119790033,[[-54.64707036]],[[-2.44068787]],[[20285246.83929183]],-7.680570479351287e-05,100,-1.1059878339345168,True,23439.772252331863
59246,15421548.949228106,-654644.731602319,-21723843.01703005,[[-54.64849051]],[[-2.43074639]],[[20285240.10471462]],-7.680570797674432e-05,100,0.6104654395587739,True,23439.274299961788
59247,15421120.490139637,-651945.7309398773,-21724219.456735805,[[-54.64990903]],[[-2.42080392]],[[20285233.36766615]],-7.680571115997578e-05,100,0.5290319429599946,True,23438.776333725295
59248,15420692.181960424,-649246.6575304002,-21724595.438898984,[[-54.65132591]],[[-2.41086045]],[[20285226.6281465]],-7.680571434320723e-05,100,1.1884900714233082,True,23438.278353632148
59249,15420264.024707545,-646547.5114383794,-21724970.963511303,[[-54.65274114]],[[-2.400916]],[[20285219.8861558]],-7.680571752643869e-05,100,-1.429872736708544,True,23437.780359692137
59250,15419836.018398082,-643848.2927284044,-21725346.03056447,[[-54.65415473]],[[-2.39097055]],[[20285213.14169417]],-7.680572070967015e-05,100,-0.5117611190082444,True,23437.28235191505
59251,15419408.163049083,-641149.0014647804,-21725720.64005023,[[-54.65556668]],[[-2.38102412]],[[20285206.39476169]],-7.68057238929016e-05,100,0.5749246555606576,True,23436.78433031066
59252,15418980.458677612,-638449.6377121928,-21726094.791960306,[[-54.65697699]],[[-2.37107669]],[[20285199.64535849]],-7.680572707613306e-05,100,-1.1469302731997446,True,23436.286294888778
59253,15418552.905300692,-635750.2015350118,-21726468.486286454,[[-54.65838565]],[[-2.36112828]],[[20285192.89348466]],-7.680573025936452e-05,100,-0.49239240292624104,True,23435.788245659176
59254,15418125.50293536,-633050.6929979073,-21726841.723020416,[[-54.65979267]],[[-2.35117889]],[[20285186.13914032]],-7.680573344259597e-05,100,-0.21825180013242385,True,23435.290182631663
59255,15417698.251598619,-630351.1121652565,-21727214.502153967,[[-54.66119805]],[[-2.34122851]],[[20285179.38232558]],-7.680573662582743e-05,100,0.980772472799442,True,23434.792105816032
59256,15417271.151307473,-627651.4591016085,-21727586.82367889,[[-54.66260178]],[[-2.33127715]],[[20285172.62304055]],-7.680573980905888e-05,100,0.7759238689378433,True,23434.294015222084
59257,15416844.202078912,-624951.733871506,-21727958.687586952,[[-54.66400387]],[[-2.3213248]],[[20285165.86128532]],-7.680574299229034e-05,100,0.38997443664386583,True,23433.795910859615
59258,15416417.403929913,-622251.9365394092,-21728330.093869966,[[-54.66540432]],[[-2.31137147]],[[20285159.09706002]],-7.68057461755218e-05,100,-0.945639565649276,True,23433.297792738438
59259,15415990.756877443,-619552.0671700048,-21728701.04251972,[[-54.66680312]],[[-2.30141717]],[[20285152.33036476]],-7.680574935875325e-05,100,0.3345006032970006,True,23432.79966086837
59260,15415564.260938456,-616852.1258276722,-21729071.533528037,[[-54.66820028]],[[-2.29146188]],[[20285145.56119964]],-7.680575254198471e-05,100,0.8910632848615656,True,23432.30151525922
59261,15415137.916129898,-614152.112577026,-21729441.566886734,[[-54.66959579]],[[-2.28150561]],[[20285138.78956477]],-7.680575572521616e-05,100,-0.19387934651966587,True,23431.803355920798
59262,15414711.722468685,-611452.0274825196,-21729811.14258765,[[-54.67098966]],[[-2.27154837]],[[20285132.01546026]],-7.680575890844762e-05,100,-1.6666051401078434,True,23431.30518286291
59263,15414285.679971753,-608751.870608872,-21730180.26062261,[[-54.67238189]],[[-2.26159015]],[[20285125.23888621]],-7.680576209167908e-05,100,1.4868659398322133,True,23430.80699609541
59264,15413859.788655996,-606051.6420204164,-21730548.920983493,[[-54.67377247]],[[-2.25163095]],[[20285118.45984276]],-7.680576527491053e-05,100,-0.31099628351138947,True,23430.308795628083
59265,15413434.048538312,-603351.3417818596,-21730917.123662136,[[-54.6751614]],[[-2.24167079]],[[20285111.67832998]],-7.680576845814199e-05,100,-0.9078545171351783,True,23429.810581470778
59266,15413008.459635587,-600650.9699576818,-21731284.86865042,[[-54.67654869]],[[-2.23170964]],[[20285104.894348]],-7.680577164137345e-05,100,-0.2672658052411011,True,23429.312353633315
59267,15412583.021964688,-597950.5266124904,-21731652.155940227,[[-54.67793434]],[[-2.22174753]],[[20285098.10789693]],-7.68057748246049e-05,100,0.07813047913946092,True,23428.814112125532
59268,15412157.735542474,-595250.0118107853,-21732018.98552344,[[-54.67931833]],[[-2.21178444]],[[20285091.31897688]],-7.680577800783636e-05,100,0.19943629626815595,True,23428.315856957248
59269,15411732.600385793,-592549.4256172109,-21732385.357391957,[[-54.68070068]],[[-2.20182038]],[[20285084.52758794]],-7.680578119106781e-05,100,-2.26553594718237,True,23427.817588138325
59270,15411307.616511483,-589848.7680962464,-21732751.271537695,[[-54.68208139]],[[-2.19185536]],[[20285077.73373026]],-7.680578437429927e-05,100,-0.552308399473234,True,23427.319305678575
59271,15410882.783936376,-587148.0393125807,-21733116.727952566,[[-54.68346045]],[[-2.18188936]],[[20285070.93740392]],-7.680578755753073e-05,100,-0.11222461536005401,True,23426.821009587875
59272,15410458.102677256,-584447.2393306692,-21733481.726628497,[[-54.68483786]],[[-2.1719224]],[[20285064.13860903]],-7.680579074076218e-05,100,-0.10446919725327927,True,23426.322699876033
59273,15410033.572750952,-581746.36821524,-21733846.267557424,[[-54.68621363]],[[-2.16195447]],[[20285057.33734572]],-7.680579392399364e-05,100,-0.3781129751680319,True,23425.82437655293
59274,15409609.194174232,-579045.4260307321,-21734210.350731302,[[-54.68758775]],[[-2.15198558]],[[20285050.53361408]],-7.68057971072251e-05,100,-0.4876550468781264,True,23425.32603962839
59275,15409184.966963878,-576344.4128417248,-21734573.976142082,[[-54.68896022]],[[-2.14201572]],[[20285043.72741422]],-7.680580029045655e-05,100,-0.3123109140231032,True,23424.827689112262
59276,15408760.891136665,-573643.328712948,-21734937.14378173,[[-54.69033104]],[[-2.1320449]],[[20285036.91874627]],-7.680580347368801e-05,100,-0.38490420072462816,True,23424.32932501444
59277,15408336.966709329,-570942.1737089017,-21735299.853642218,[[-54.69170022]],[[-2.12207312]],[[20285030.10761033]],-7.680580665691946e-05,100,0.9957734146855988,True,23423.83094734475
59278,15407913.193698628,-568240.9478942438,-21735662.10571553,[[-54.69306775]],[[-2.11210038]],[[20285023.29400651]],-7.680580984015092e-05,100,-0.6199747582494785,True,23423.332556113077
59279,15407489.572121268,-565539.6513334768,-21736023.89999367,[[-54.69443363]],[[-2.10212667]],[[20285016.47793491]],-7.680581302338238e-05,100,-0.9768742573681558,True,23422.834151329254
59280,15407066.101993985,-562838.284091306,-21736385.236468635,[[-54.69579786]],[[-2.09215201]],[[20285009.65939566]],-7.680581620661383e-05,100,-0.18035558157118708,True,23422.33573300318
59281,15406642.78333347,-560136.8462322546,-21736746.115132447,[[-54.69716044]],[[-2.08217639]],[[20285002.83838886]],-7.680581938984529e-05,100,-0.054341350968861536,True,23421.837301144704
59282,15406219.616156433,-557435.3378210735,-21737106.53597711,[[-54.69852138]],[[-2.07219981]],[[20284996.01491463]],-7.680582257307674e-05,100,-0.4936765189118956,True,23421.33885576372
59283,15405796.600479538,-554733.7589222408,-21737466.498994675,[[-54.69988067]],[[-2.06222228]],[[20284989.18897306]],-7.68058257563082e-05,100,2.38758352854129,True,23420.84039687008
59284,15405373.736319464,-552032.1096004182,-21737826.004177175,[[-54.7012383]],[[-2.05224379]],[[20284982.36056429]],-7.680582893953966e-05,100,1.0695367544464116,True,23420.341924473676
59285,15404951.023692869,-549330.3899202765,-21738185.05151666,[[-54.70259429]],[[-2.04226435]],[[20284975.52968841]],-7.680583212277111e-05,100,0.652562375947162,True,23419.843438584394
59286,15404528.462616391,-546628.5999464248,-21738543.641005192,[[-54.70394863]],[[-2.03228395]],[[20284968.69634554]],-7.680583530600257e-05,100,2.0510619148515348,True,23419.34493921211
59287,15404106.053106667,-543926.7397434462,-21738901.772634845,[[-54.70530132]],[[-2.02230261]],[[20284961.86053579]],-7.680583848923403e-05,100,0.07839317231582302,True,23418.8464263667
59288,15403683.795180326,-541224.8093760235,-21739259.446397703,[[-54.70665236]],[[-2.01232031]],[[20284955.02225927]],-7.680584167246548e-05,100,-2.0737864248536075,True,23418.347900058085
59289,15403261.688853962,-538522.8089087423,-21739616.662285853,[[-54.70800175]],[[-2.00233706]],[[20284948.18151609]],-7.680584485569694e-05,100,-0.7002031543932541,True,23417.849360296117
59290,15402839.734144194,-535820.7384063487,-21739973.420291387,[[-54.70934949]],[[-1.99235287]],[[20284941.33830637]],-7.68058480389284e-05,100,-0.7269950227018117,True,23417.350807090734
59291,15402417.931067593,-533118.5979333906,-21740329.72040642,[[-54.71069558]],[[-1.98236773]],[[20284934.49263021]],-7.680585122215985e-05,100,1.2188454369242763,True,23416.8522404518
59292,15401996.27964074,-530416.3875545613,-21740685.56262307,[[-54.71204002]],[[-1.97238164]],[[20284927.64448774]],-7.680585440539131e-05,100,0.3298726900223974,True,23416.353660389228
59293,15401574.779880192,-527714.107334514,-21741040.94693346,[[-54.71338281]],[[-1.9623946]],[[20284920.79387905]],-7.680585758862276e-05,100,-0.9488115520603118,True,23415.85506691292
59294,15401153.431802504,-525011.7573379017,-21741395.87332973,[[-54.71472395]],[[-1.95240662]],[[20284913.94080426]],-7.680586077185422e-05,100,-0.7294418968097731,True,23415.35646003279
59295,15400732.235424213,-522309.33762939455,-21741750.34180403,[[-54.71606344]],[[-1.9424177]],[[20284907.08526349]],-7.680586395508568e-05,100,-0.46481018528159807,True,23414.857839758744
59296,15400311.19076185,-519606.8482736011,-21742104.35234852,[[-54.71740127]],[[-1.93242784]],[[20284900.22725686]],-7.680586713831713e-05,100,0.2710792089272306,True,23414.359206100682
59297,15399890.29783192,-516904.28933526436,-21742457.904955354,[[-54.71873745]],[[-1.92243703]],[[20284893.36678445]],-7.680587032154859e-05,100,0.9089911434007029,True,23413.86055906853
59298,15399469.556650931,-514201.66087901057,-21742810.999616716,[[-54.72007199]],[[-1.91244528]],[[20284886.50384639]],-7.680587350478004e-05,100,-0.927705529778379,True,23413.361898672196
59299,15399048.967235383,-511498.96296955505,-21743163.636324786,[[-54.72140487]],[[-1.9024526]],[[20284879.6384428]],-7.68058766880115e-05,100,1.0246088263816469,True,23412.863224921613
59300,15398628.529601747,-508796.19567150786,-21743515.815071765,[[-54.7227361]],[[-1.89245897]],[[20284872.77057379]],-7.680587987124296e-05,100,-1.3734842410566128,True,23412.364537826696
59301,15398208.243766494,-506093.3590496503,-21743867.53584985,[[-54.72406567]],[[-1.88246441]],[[20284865.90023946]],-7.680588305447441e-05,100,-0.7555817765392231,True,23411.865837397378
59302,15397788.109746069,-503390.45316852414,-21744218.798651263,[[-54.7253936]],[[-1.87246891]],[[20284859.02743995]],-7.680588623770587e-05,100,1.0993993908757258,True,23411.367123643566
59303,15397368.12755693,-500687.4780930034,-21744569.603468217,[[-54.72671987]],[[-1.86247248]],[[20284852.15217534]],-7.680588942093733e-05,100,-1.2275374576223783,True,23410.868396575224
59304,15396948.297215492,-497984.43388759287,-21744919.95029296,[[-54.72804448]],[[-1.85247511]],[[20284845.27444577]],-7.680589260416878e-05,100,0.45680727257142695,True,23410.369656202252
59305,15396528.6187382,-495281.320617174,-21745269.839117713,[[-54.72936745]],[[-1.84247682]],[[20284838.39425133]],-7.680589578740024e-05,100,1.705424519231711,True,23409.870902534618
59306,15396109.092141442,-492578.13834629,-21745619.269934744,[[-54.73068876]],[[-1.83247758]],[[20284831.51159215]],-7.68058989706317e-05,100,-1.6364872585500332,True,23409.372135582238
59307,15395689.717441624,-489874.88713975664,-21745968.242736302,[[-54.73200842]],[[-1.82247742]],[[20284824.62646833]],-7.680590215386315e-05,100,-0.7561128779426225,True,23408.873355355066
59308,15395270.494655123,-487171.5670622001,-21746316.75751467,[[-54.73332643]],[[-1.81247633]],[[20284817.73888]],-7.68059053370946e-05,100,-1.8811528657316252,True,23408.37456186304
59309,15394851.42379831,-484468.1781783595,-21746664.81426213,[[-54.73464278]],[[-1.80247431]],[[20284810.84882726]],-7.680590852032606e-05,100,-1.9769270882980259,True,23407.875755116114
59310,15394432.504887553,-481764.72055300855,-21747012.41297096,[[-54.73595747]],[[-1.79247136]],[[20284803.95631023]],-7.680591170355752e-05,100,0.5915919079412056,True,23407.376935124244
59311,15394013.7379392,-479061.1942507232,-21747359.553633466,[[-54.73727052]],[[-1.78246748]],[[20284797.06132901]],-7.680591488678897e-05,100,1.0727157848766473,True,23406.87810189736
59312,15393595.122969585,-476357.5993364,-21747706.23624195,[[-54.73858191]],[[-1.77246268]],[[20284790.16388374]],-7.680591807002043e-05,100,-0.6440786671254731,True,23406.37925544545
59313,15393176.659995034,-473653.9358746337,-21748052.46078874,[[-54.73989164]],[[-1.76245696]],[[20284783.26397451]],-7.680592125325189e-05,100,-0.14695862736004872,True,23405.880395778444
59314,15392758.349031858,-470950.2039301958,-21748398.227266163,[[-54.74119972]],[[-1.75245031]],[[20284776.36160144]],-7.680592443648334e-05,100,-0.354847475538279,True,23405.38152290632
59315,15392340.190096362,-468246.4035678002,-21748743.535666555,[[-54.74250614]],[[-1.74244274]],[[20284769.45676466]],-7.68059276197148e-05,100,-1.981473042436047,True,23404.882636839036
59316,15391922.183204837,-465542.5348522786,-21749088.38598226,[[-54.74381091]],[[-1.73243425]],[[20284762.54946426]],-7.680593080294626e-05,100,-0.5414229064613502,True,23404.383737586577
59317,15391504.328373546,-462838.5978482119,-21749432.77820564,[[-54.74511403]],[[-1.72242483]],[[20284755.63970037]],-7.680593398617771e-05,100,-2.0297538357038607,True,23403.884825158875
59318,15391086.62561877,-460134.59262048296,-21749776.712329052,[[-54.74641549]],[[-1.7124145]],[[20284748.72747309]],-7.680593716940917e-05,100,-0.7402671293608502,True,23403.38589956594
59319,15390669.07495675,-457430.51923370414,-21750120.188344885,[[-54.74771529]],[[-1.70240325]],[[20284741.81278254]],-7.680594035264062e-05,100,1.0976147745253784,True,23402.886960817716
59320,15390251.676403744,-454726.37775277597,-21750463.20624551,[[-54.74901344]],[[-1.69239108]],[[20284734.89562885]],-7.680594353587208e-05,100,-0.0459481959447848,True,23402.388008924212
59321,15389834.42997597,-452022.1682423424,-21750805.766023334,[[-54.75030993]],[[-1.682378]],[[20284727.97601211]],-7.680594671910354e-05,100,0.3983881188061927,True,23401.88904389539
59322,15389417.335689649,-449317.8907672148,-21751147.86767076,[[-54.75160476]],[[-1.672364]],[[20284721.05393246]],-7.680594990233499e-05,100,0.3684604503849783,True,23401.39006574125
59323,15389000.393560987,-446613.54539212736,-21751489.511180192,[[-54.75289794]],[[-1.66234908]],[[20284714.12938999]],-7.680595308556645e-05,100,0.5259142296228595,True,23400.891074471758
59324,15388583.60360618,-443909.1321818611,-21751830.696544062,[[-54.75418946]],[[-1.65233326]],[[20284707.20238484]],-7.68059562687979e-05,100,1.589863880485828,True,23400.392070096917
59325,15388166.965841398,-441204.6512011442,-21752171.4237548,[[-54.75547933]],[[-1.64231652]],[[20284700.27291709]],-7.680595945202936e-05,100,-0.9265725925525908,True,23399.893052626703
59326,15387750.480282832,-438500.1025148491,-21752511.692804847,[[-54.75676754]],[[-1.63229887]],[[20284693.34098689]],-7.680596263526082e-05,100,2.414238685580914,True,23399.394022071137
59327,15387334.14694662,-435795.4861875718,-21752851.503686666,[[-54.75805409]],[[-1.62228031]],[[20284686.40659434]],-7.680596581849227e-05,100,1.318982458379434,True,23398.89497844019
59328,15386917.965848919,-433090.80228427047,-21753190.856392708,[[-54.75933898]],[[-1.61226084]],[[20284679.46973955]],-7.680596900172373e-05,100,0.8177762123255699,True,23398.395921743886
59329,15386501.937005874,-430386.0508696622,-21753529.750915438,[[-54.76062222]],[[-1.60224047]],[[20284672.53042264]],-7.680597218495519e-05,100,-0.5744353399787371,True,23397.896851992213
59330,15386086.060433583,-427681.23200850183,-21753868.18724735,[[-54.7619038]],[[-1.59221918]],[[20284665.58864372]],-7.680597536818664e-05,100,1.1847856564690322,True,23397.397769195177
59331,15385670.33614818,-424976.34576563694,-21754206.165380932,[[-54.76318372]],[[-1.582197]],[[20284658.64440292]],-7.68059785514181e-05,100,-2.041765791108649,True,23396.898673362804
59332,15385254.764165746,-422271.39220576617,-21754543.685308684,[[-54.76446198]],[[-1.5721739]],[[20284651.69770036]],-7.680598173464956e-05,100,-0.853996862488613,True,23396.399564505078
59333,15384839.344502376,-419566.3713937477,-21754880.747023106,[[-54.76573858]],[[-1.56214991]],[[20284644.74853612]],-7.680598491788101e-05,100,0.9955550344184894,True,23395.90044263202
59334,15384424.077174142,-416861.28339439625,-21755217.35051673,[[-54.76701353]],[[-1.55212501]],[[20284637.79691035]],-7.680598810111247e-05,100,0.10372094840131248,True,23395.401307753666
59335,15384008.962197118,-414156.128272485,-21755553.495782074,[[-54.76828682]],[[-1.54209921]],[[20284630.84282315]],-7.680599128434392e-05,100,-0.29030075796747595,True,23394.90215988002
59336,15383593.999587342,-411450.90609282,-21755889.18281168,[[-54.76955844]],[[-1.53207251]],[[20284623.88627464]],-7.680599446757538e-05,100,1.6095703865206303,True,23394.40299902111
59337,15383179.189360859,-408745.61692025146,-21756224.41159809,[[-54.77082841]],[[-1.52204491]],[[20284616.92726493]],-7.680599765080684e-05,100,1.2817672427970406,True,23393.903825186953
59338,15382764.531533701,-406040.26081954374,-21756559.182133872,[[-54.77209672]],[[-1.51201641]],[[20284609.96579414]],-7.680600083403829e-05,100,1.9755330595100842,True,23393.40463838759
59339,15382350.026121873,-403334.8378555429,-21756893.49441159,[[-54.77336337]],[[-1.50198702]],[[20284603.0018624]],-7.680600401726975e-05,100,1.2087554707044907,True,23392.905438633054
59340,15381935.67314138,-400629.34809300565,-21757227.348423816,[[-54.77462837]],[[-1.49195673]],[[20284596.0354698]],-7.68060072005012e-05,100,0.8416276322317385,True,23392.406225933348
59341,15381521.472608231,-397923.7915968652,-21757560.744163137,[[-54.7758917]],[[-1.48192554]],[[20284589.06661648]],-7.680601038373266e-05,100,0.28970007064377673,True,23391.907000298554
59342,15381107.424538383,-395218.1684318412,-21757893.68162215,[[-54.77715337]],[[-1.47189346]],[[20284582.09530254]],-7.680601356696412e-05,100,-0.11784870182280205,True,23391.40776173867
